ricf_oid	ba_cn	nacao_uscc	name_set
6113	山西省惠民电影基金会	53140000MJ16326903	山西省惠民电影基金会
6114	固原德立信慈善基金会		固原德立信慈善基金会
6115	固原市原州区树松环卫爱心基金会	53640401MJX352144P	固原市原州区树松环卫爱心基金会
6116	固原市五原教育发展基金会	53640401MJX352136W	固原市五原教育发展基金会
6117	宁夏体育事业基金会	53640000MJX1734610	宁夏体育事业基金会
6118	宁夏减灾扶贫基金会	53640000MJX17347XP	宁夏减灾扶贫基金会
6119	奈曼旗扶贫基金会	53150525MJ24657166	奈曼旗扶贫基金会
6120	库伦旗扶贫基金会	53150524MJ2461619E	库伦旗扶贫基金会
6121	鄂尔多斯市惠农教育基金会	53150600MJ2480625P	鄂尔多斯市惠农教育基金会
6122	鄂尔多斯市脑瘫儿童康复救助基金会	53150600MJ2480617W	鄂尔多斯市脑瘫儿童康复救助基金会
6123	北票市宪清慈善事业基金会	53211300MJ3384918L	北票宪清慈善事业基金会#北票市宪清慈善事业基金会
6124	江阴江南弥陀慈爱基金会	53320281MJ606651XC	江阴江南弥陀慈爱基金会
6125	无锡市耘林乐老基金会		无锡市耘林乐老基金会
6126	无锡市梁溪区爱心慈善基金会	533202135092779937	无锡市梁溪区爱心慈善基金会
6127	硅胡职业技术学院教育发展基金会		硅胡职业技术学院教育发展基金会
6128	株洲市天竺公益基金会	53430200MJJ75501XX	株洲市天竺公益基金会
6129	长沙市长麓教育基金会	53430100MJJ5915888	长沙市长麓教育基金会
6130	桃源县教仁中学业培教育奖励基金会	53430725MJK0697168	桃源县教仁中学业培教育奖励基金会#桃源县教仁中学业培教育基金会
6131	湖南泰禹慈善基金会	53430000MJJ5501961	湖南泰禹慈善基金会
6132	襄阳市中茂助残基金会	53420600MJH664480A	襄阳市中茂助残基金会
6133	恩施市清江扶贫基金会		恩施市清江扶贫基金会
6134	海南省旭日东升慈善基金会	53460000MJP126070U	海南省旭日东升慈善基金会
6135	海南省显卿文化教育发展基金会		海南省显卿文化教育发展基金会
6136	海南省善心汇公益基金会		海南省善心汇公益基金会
6137	永春县毓斌教育基金会	53350525MJC351813N	永春县毓斌教育基金会
6138	温岭市民泰助学基金会	53331081MJ9891435Y	温岭市民泰助学基金会
6139	延边二中教育发展基金会		延边二中教育发展基金会
6140	桐庐县中通体育基金会	53330122MJ8903465H	桐庐县中通体育基金会
6141	揭阳市泽竹慈善基金会	53445200MJM674071P	揭阳市泽竹慈善基金会
6142	河源市中东慈善基金会	53441600MJM2259033	河源市中东慈善基金会
6143	广东省静笃慈善基金会	53440000MJK850596R	广东省静笃慈善基金会
6144	广东省跨越速运公益基金会	53440000MJK850609F	广东省跨越速运公益基金会
6145	广东省昆仑文明探索基金会	53440000MJK850588Y	广东省昆仑文明探索基金会
6146	惠州市荣才慈善基金会	53441300MJM039019K	惠州市荣才慈善基金会
6147	广州市狮王教育慈善基金会	53440100MJK9212357	广州市狮王教育慈善基金会
6148	广州市普康慈善基金会	53440100MJK921227C	广州市普康慈善基金会
6149	广州市候鸟慈善基金会	53440100MJK92118X1	广州市候鸟慈善基金会
6150	广州市视源公益慈善基金会	53440100MJK9211981	广州市视源公益慈善基金会
6151	潮州市潮汕教育基金会	53445100MJM616023K	潮州市潮汕教育基金会
6152	盐城市亭湖区见义勇为基金会	53320900MJ74630235	盐城市亭湖区见义勇为基金会
6153	福建省乔丹体育基金会	53350000MJB6036952	福建省乔丹体育基金会
6154	黑龙江省海星救助基金会		黑龙江省海星救助基金会
6155	黑龙江省绥化市公安民警救助基金会		黑龙江省绥化市公安民警救助基金会
6156	上海市松江区中山社区基金会		上海市松江区中山社区基金会
6157	浙江润德公益基金会	53330000MJ8741371T	浙江润德公益基金会
6158	浙江钱江晚报币港湾慈善基金会	53330000MJ87414006	浙江钱江晚报币港湾慈善基金会
6159	浙江友善公益基金会	53330000MJ8741443K	浙江友善公益基金会
6160	苏州益坤慈善基金会	53320500MJ6637079W	苏州益坤慈善基金会
6161	泉州经济技术开发区崇文教育基金会	53350500MJC1807940	泉州经济技术开发区崇文教育基金会
6162	晋江市青阳街道陈村社区晓聪慈善基金会	53350582MJC27028XK	晋江市青阳街道陈村社区晓聪慈善基金会
6163	莆田市聚德教育基金会	53350300MJC060522T	莆田市聚德教育基金会
6164	莆田市金淼慈善基金会	53350300MJC0604427	莆田市金淼慈善基金会
6165	江苏省瑞华慈善基金会	53320000MJ5535177B	江苏省瑞华慈善基金会
6166	莆田市乔木慈善基金会	53350300MJC0604502	莆田市乔木慈善基金会
6167	聊城市睛医医疗救助基金会	53371500MJE960049Q	聊城市睛医医疗救助基金会
6168	德州市陵城区富路退役军人关爱基金会	53371403MJE9176225	德州市陵城区富路退役军人关爱基金会
6169	山东省鲁信公益基金会	53370000MJD678164E	山东省鲁信公益基金会
6170	江西爱康慈善基金会		江西爱康慈善基金会
6172	北京盛至奕达公益基金会	53110000MJ0177868P	北京盛至奕达公益基金会
6173	北京北国江城公益基金会	53110000MJ017785XP	北京北国江城公益基金会
6174	上海传梦爱心基金会		上海传梦爱心基金会
6175	上海浦东新区花木社区公益基金会		上海浦东新区花木社区公益基金会
6176	上海善盟慈善基金会		上海善盟慈善基金会
6177	河南省育人教育发展基金会	53410000MJF695064W	河南省育人教育发展基金会
6178	河南省路港教育发展基金会	53410000MJF6950562	河南省路港教育发展基金会
6179	北京爱心金羽翼慈善基金会 		北京爱心金羽翼慈善基金会 
6180	北京启皓文化基金会	53110000MJ0177884D	北京启皓文化基金会
6181	北京华贸公益基金会	53110000MJ0177876J	北京华贸公益基金会
6182	上海金刚慈善基金会		上海金刚慈善基金会
6183	上海璞慧公益基金会		上海璞慧公益基金会
6185	湖北省理工学院教育基金会		湖北省理工学院教育基金会
6186	湖北威马楚通公益慈善基金会	53420000MJH244726Y	湖北威马楚通公益慈善基金会
6188	广东省记福慈善基金会		广东省记福慈善基金会
6189	广东省及时雨公益基金会	53440000MJK850617A	广东省及时雨公益基金会
6190	云南高原生态环保基金会	53530000MJY087725N	云南高原生态环保基金会
6191	厦门市海峡慈善基金会	53350200MJB9646506	厦门市海峡慈善基金会
6192	厦门市圆梦扶贫基金会	53350200MJB965063M	厦门市圆梦扶贫基金会
6193	海南中金鹰和平发展基金会		海南中金鹰和平发展基金会
6194	唐山市昱邦公益慈善基金会	53130000MJ074544X2	唐山市昱邦公益慈善基金会
6195	海南南海文化发展基金会	534600000757317728	海南南海文化发展基金会
6196	海南热带海洋学院教育基金会		海南热带海洋学院教育基金会
6197	海南广济慈善基金会		海南广济慈善基金会
6198	泸州市教育助学基金会	53510000MJQ6514242	泸州市教育助学基金会
6199	河北省联峪扶贫基金会	53130000MJ0745466W	河北省联峪扶贫基金会
6200	河北省九达公益慈善基金会	53130000MJ0759147H	河北省九达公益慈善基金会
6201	河北省敬业教育基金会	53130000MJ0759155C	河北省敬业教育基金会
6202	儋州市第二中学双正教育基金会		儋州市第二中学双正教育基金会
6203	海口市第四中学教育发展基金会		海口市第四中学教育发展基金会
6204	河北省梵天慈善基金会	53130000MJ07591637	河北省梵天慈善基金会
6205	海口市海口旅游职业学校教育基金会		海口市海口旅游职业学校教育基金会
6206	河北省冀银公益基金会	53130000MJ075918XR	河北省冀银公益基金会
6207	河北省正航助农基金会	53130000MJ0759200D	河北省正航助农基金会
6208	河北省领创慈善基金会	53130000MJ0759278D	河北省领创慈善基金会
6209	石家庄一中教育基金会	53130000MJ07592868	石家庄一中教育基金会
6210	桂林理工大学教育发展基金会	53450000MJN144953W	桂林理工大学教育发展基金会
6211	西安美术学院教育发展基金会		西安美术学院教育发展基金会
6212	北京培植公益基金会	53110000MJ0177913Q	北京培植公益基金会
6213	北京精农公益基金会	53110000MJ0177905X	北京精农公益基金会
6214	陕西丝路文化交流基金会	53610000MJU3118818	陕西丝路文化交流基金会
6215	温州市聚长者慈善公益基金会	53330300MJ9145395C	温州市聚长者慈善公益基金会
6216	温州外国语学校教育发展基金会	53330300MJ9145416W	温州外国语学校教育发展基金会
6217	象山县大目湾教育基金会	53330225MJ9037562H	象山县大目湾教育基金会
6218	温州市成东教育发展基金会	53330300MJ91454082	温州市成东教育发展基金会
6219	永嘉县菇溪情教育基金会	53330324MJ9219331T	永嘉县菇溪情教育基金会
6220	瑞安市佛教慈善基金会	53330381MJ93227269	瑞安市佛教慈善基金会
6221	上海沪佳公益基金会		上海沪佳公益基金会
6222	上海市徐汇长桥社区基金会		上海市徐汇长桥社区基金会
6223	上海弈慧公益基金会		上海弈慧公益基金会
6224	山西省保德县教育基金会	53140000MJY076954C	山西省保德县教育基金会
6225	黑龙江省哈药公益基金会		黑龙江省哈药公益基金会
6226	贵州师范大学教育基金会		贵州师范大学教育基金会
6227	沈阳市知行明亮慈善基金会		沈阳市知行明亮慈善基金会
6228	浙江融洲慈善基金会	53330000MJ87414861	浙江融洲慈善基金会
6229	浙江心基金慈善基金会	53330000MJ874146X6	浙江心基金慈善基金会
6230	浙江众恒慈善基金会	53330000MJ87414786	浙江众恒慈善基金会
6231	德州学院教育发展基金会	53371400MJE9102876	德州学院教育发展基金会
6232	博白县扶贫基金会	53450923MJN608367U	博白县扶贫基金会
6233	象州县六祖文化基金会	53451322MJN7401576	象州县六祖文化基金会
6235	南京医科大学附属逸夫医院医疗救助基金会	53320100MJ5587081E	南京医科大学附属逸夫医院医疗救助基金会
6236	常州市新北区心桥公益基金会	53320411MJ6556033L	常州市新北区心桥公益基金会
6237	常州市新北区薛家镇康健教育基金会		常州市新北区薛家镇康健教育基金会
6238	常州市新北区春江镇新华村慈善基金会	53320411MJ6556025R	常州市新北区春江镇新华村慈善基金会
6239	深圳市莲夏慈善基金会	53440300MJL178930L	深圳市莲夏慈善基金会
6240	深圳市新知青教育发展基金会	53440300MJL177989E	深圳市新知青教育发展基金会
6241	深圳市永贤慈善基金会	53440300MJL178869X	深圳市永贤慈善基金会
6242	深圳市盐田区沙头角街道社区基金会	53440300MJL1800375	深圳市盐田区沙头角街道社区基金会
6243	深圳市英皇花马公益基金会	53440300MJL18015X1	深圳市英皇花马公益基金会
6244	深圳市乐信公益基金会	53440300MJL17872X2	深圳市乐信公益基金会
6245	深圳市人人福输血事业发展基金会		深圳市人人福输血事业发展基金会
6246	深圳市历阳公益基金会		深圳市历阳公益基金会
6247	深圳市求实公益基金会	53440300MJL1806351	深圳市求实公益基金会
6248	深圳市闽宝公益基金会		深圳市闽宝公益基金会
6249	宁夏银川景博教育发展基金会	53640000MJX17304XX	宁夏银川景博慈善基金会#宁夏银川景博教育发展基金会
6250	苏州烛光公益基金会	53320500MJ6637028L	苏州烛光公益基金会
6251	苏州高新区(虎丘区)狮山街道社区发展基金会	53320505MJ6658507T	苏州高新区(虎丘区)狮山街道社区发展基金会
6252	昆山作业本公益基金会	53320583MJ6849004Q	昆山作业本公益基金会
6253	连云港市蕙兰公益基金会	53320700MJ71935299	连云港市蕙兰公益基金会
6254	灌云县好人基金会	53320723MJ72294132	灌云县好人基金会
6255	灌南县教育发展基金会	53320724MJ72145026	灌南县教育发展基金会
6256	淮安市洪泽区爱心助学基金会	533208295105333415	淮安市洪泽区爱心助学基金会
6257	盐城市大丰区权健公益慈善基金会	53320904MJ7596811L	盐城市大丰区权健公益慈善基金会
6258	扬州市江都区扶贫基金会	53321012MJ7820000R	扬州市江都区扶贫基金会
6259	江苏省大德养老慈善基金会	53320000MJ5535150K	江苏省大德养老慈善基金会
6261	温州市瓯海区育英教育基金会	53330304MJ91960298	温州市瓯海区育英教育基金会
6262	济南甘露扶困公益基金会		济南甘露扶困公益基金会
6263	安徽省妇女儿童发展基金会	53340000725530914D	安徽妇女儿童发展基金会#安徽省妇女儿童发展基金会
6264	中华慈善总会	53100000500016260M	中华慈善总会
6265	善小公益基金会	53100000MJ0065030H	善小公益基金会
6266	安庆市慈善会	51340800771116650N	安庆市慈善会
6267	乐清市恩惠慈善基金会	52330382MJ93335134	乐清市恩惠慈善基金会
6268	株洲市石峰区音达幼稚园	52430204572226750G	株洲市石峰区音达幼稚园
6269	湘潭市岳塘区湖湘幼儿园	52430304MJJ7890763	湘潭市岳塘区湖湘幼儿园
6270	海盐县三乐公益基金会	53330424MJ9395175Q	海盐县三乐公益基金会
6271	泉州市云朵天使慈善基金会	53350500MJY1069065	泉州市云朵天使慈善基金会
6272	陈守仁家族福利基金会	53350502512806163D	陈守仁家族福利基金会
6273	北京科技大学教育基金会	531100007906517558	北京科技大学教育基金会
6274	内蒙古大学教育发展基金会	53150000MJ2227013E	内蒙古大学教育发展基金会
6275	吉林建筑大学教育发展基金会	53220000MJ4167923M	吉林建筑大学教育发展基金会
6276	上海市松江区人民教育基金会	53310000501775541Q	上海市松江区人民教育基金会
6277	上海市社会帮困基金会	53310000501775904L	上海市社会帮困基金会
6278	南京科技职业学院教育发展基金会	53320000509159997T	南京科技职业学院教育发展基金会
6279	长兴县夹浦镇众兴教育基金会	53330522MJ9472222M	长兴县夹浦镇众兴教育基金会
6280	绍兴市柯桥区农业技术推广基金会	53330603MJ9518278H	绍兴市柯桥区农业技术推广基金会
6281	北京国际艺苑摄影基金会	53110000500304502C	北京国际艺苑摄影基金会
6282	内蒙古养老事业发展基金会	53150000MJY082131J	内蒙古养老事业发展基金会
6283	内蒙古聚益公益基金会	53150000MJY104011X	内蒙古聚益公益基金会
6284	呼和浩特市红十字会博爱寸草心助学基金会	53150100MJY0765086	呼和浩特市红十字会博爱寸草心助学基金会
6286	科尔沁区捐资助学基金会	531505027644632593	科尔沁区捐资助学基金会
6287	黑龙江省阳光健康公益基金会	532300003105195530	黑龙江省阳光健康公益基金会
6288	上海福岛自然灾害减灾基金会	533100005017791044	上海福岛自然灾害减灾基金会
6289	兰溪市普济基金会	53330781MJ96444690	兰溪市普济基金会
6290	东阳市三宝慈善基金会	53330783MJ9690879E	东阳市三宝慈善基金会
6291	江山市江山中学教育发展基金会	53330881MJ975561XT	江山市江山中学教育发展基金会
6292	天津市春晖孝慈公益基金会	53120000MJY074465D	天津市春晖孝慈公益基金会
6293	天津市圣言爱心帮扶基金会	53120000MJY076081T	天津市圣言爱心帮扶基金会
6294	天津市北洋益山助学基金会	53120000MJY081331A	天津市北洋益山助学基金会
6295	天津市河北工业大学教育发展基金会	53120000MJY089130M	天津市河北工业大学教育发展基金会
6296	天津市凯尔翎公益基金会	53120000MJY090254G	天津市凯尔翎公益基金会
6297	天津市慈举教育基金会	53120000MJY105735Y	天津市慈举教育基金会
6298	鄂尔多斯市康巴什新区教育基金会	53150600MJ24807804	鄂尔多斯市康巴什新区教育基金会
6299	鄂尔多斯市东胜教育发展基金会	53150602764463064E	鄂尔多斯市东胜教育发展基金会
6300	黑龙江省博助贫困精神病人救助基金会	53230000310534702E	黑龙江省博助贫困精神病人救助基金会
6301	宁海县王春文慈善基金会	5333000050188393X9	宁海县王春文慈善基金会
6302	浙江敦和教育基金会	53330000MJ8741021L	浙江敦和教育基金会
6303	台州市路桥区上海商会慈善基金会	53331004MJ9838669D	台州市路桥区上海商会慈善基金会
6304	玉环市名方慈善基金会	53331021MJ98486131	玉环市名方慈善基金会
6305	鄂温克旗华吉旺都创业基金会	53150724MJY081083X	鄂温克旗华吉旺都创业基金会
6306	巴彦淖尔市顺畅公益基金会	53150800MJ2572618K	巴彦淖尔市顺畅公益基金会
6307	黑龙江中华文化发展基金会	53230000505303402D	黑龙江中华文化发展基金会
6308	北京培奇全纳教育公益基金会	53110000MJ0176400T	北京培奇全纳教育公益基金会
6309	上海增爱基金会	533100005017806311	上海增爱基金会
6310	上海音乐学院艺术教育发展基金会	53310000501780762W	上海音乐学院艺术教育发展基金会
6311	上海李连杰壹基金公益基金会	53310000501780789L	上海李连杰壹基金公益基金会
6312	徐州市第一中学教育发展基金会	53320300MJ6174502E	徐州市第一中学教育发展基金会
6313	徐州市彭城先锋党员关爱帮扶基金会	53320300MJ61745109	徐州市彭城先锋党员关爱帮扶基金会
6314	常州市新北区春之江教育基金会	53320411MJ65560094	常州市新北区春之江教育基金会
6315	常州市新北区齐梁教育基金会	53320411MJ6556017Y	常州市新北区齐梁教育基金会
6316	滨海县见义勇为基金	533200005091607950	滨海县见义勇为基金
6317	溧阳市金凤凰助学基金会	53320481MJ6479015P	溧阳市金凤凰助学基金会
6318	浙江省睿达教育基金会	53330000MJ8741451E	浙江省睿达教育基金会
6319	浙江崇德善业公益基金会	53330000MJ8741494U	浙江崇德善业公益基金会
6320	平潭县林光炜教育基金会	533500006830613384	平潭县林光炜教育基金会
6321	庆安县慈善总会	53231224MJ46882512	庆安县慈善总会
6322	南京信息工程大学教育发展基金会	53320000509158038D	南京信息工程大学教育发展基金会
6323	江苏城乡建设职业学院教育发展基金会	533200005091610939	江苏城乡建设职业学院教育发展基金会
6324	苏州市盛虹慈善基金会	53320500MJ66370600	苏州市盛虹慈善基金会
6325	苏州市关心下一代基金会	53320500MJ6637087P	苏州市关心下一代基金会
6326	苏州市相城区人和文艺基金会	53320507MJ669900XM	苏州市相城区人和文艺基金会
6327	浙江省青创公益基金会	53330000MJ8741507H	浙江省青创公益基金会
6328	浙江省王麒诚吴艳慈善基金会	53330000MJ8741515C	浙江省王麒诚吴艳慈善基金会
6329	浙江财通资管公益基金会	53330000MJ87415312	浙江财通资管公益基金会
6330	浙江国富慈善基金会	53330000MJ874154XR	浙江国富慈善基金会
6331	浙江创道慈善基金会	53330000MJ8741558R	浙江创道慈善基金会
6332	辽宁省大连海事大学博联基金会	532100006704636107	辽宁省大连海事大学博联基金会
6333	昆山壹道社区发展基金会	53320583MJ6849012K	昆山壹道社区发展基金会
6334	南通狼山大圣爱心慈善基金会	53320600MJ69130373	南通狼山大圣爱心慈善基金会
6335	南通市通州区公安大病特困救助基金会	53320612MJ6974104E	南通市通州区公安大病特困救助基金会
6336	福建潘振东教育基金会	53350000796069037R	福建潘振东教育基金会
6337	江苏省盐城市大丰区见义勇为基金会	53320000509161376H	江苏省盐城市大丰区见义勇为基金会
6338	如皋市如师附小启明教育基金会	53320682339121514Q	如皋市如师附小启明教育基金会
6339	连云港市赣榆区教育发展基金会	53320707MJ72728099	连云港市赣榆区教育发展基金会
6340	淮安市淮商慈善基金会	53320800MJ7316760Y	淮安市淮商慈善基金会
6341	淮安金雷青少年发展基金会	53320800MJ7316779U	淮安金雷青少年发展基金会
6342	安徽省慈善基金会	53340000MJA5400633	安徽省慈善基金会
6343	晋江市英林村平安英林清洁家园基金会	53350000798373294J	晋江市英林村平安英林清洁家园基金会
6344	锦州市公安交警平安基金会	53210700MJ3223815M	锦州市公安交警平安基金会
6345	辽阳市宏大慈善基金会	53211000MJ3319518C	辽阳市宏大慈善基金会
6346	南京金牛助学帮困基金会	53320000509158601N	南京金牛助学帮困基金会
6347	淮安市淮阴教育发展基金会	53320804MJ7341501D	淮安市淮阴教育发展基金会
6348	福建省正佳慈善基金会	53350000MJY032126P	福建省正佳慈善基金会
6349	福建省鸿博助残事业发展基金会	53350000MJY082035N	福建省鸿博助残事业发展基金会
6350	厦门市海沧区教育基金会	53350000MJY092778K	厦门市海沧区教育基金会
6351	福建省群益慈善基金会	53350000MJY1050061	福建省群益慈善基金会
6352	葫芦岛市友仁有爱慈善公益基金会	53211400MJ3423788J	葫芦岛市友仁有爱慈善公益基金会
6353	葫芦岛市红日温暖基金会	53211400MJ3423796D	葫芦岛市红日温暖基金会
6354	葫芦岛市洪润慈善公益基金会	53211400MJ34238093	葫芦岛市洪润慈善公益基金会
6355	辽宁省葫芦岛爱老慈善基金会	53211400MJ3423825Q	辽宁省葫芦岛爱老慈善基金会
6356	吉林省惠慈健康发展基金会	53220000054056659F	吉林省惠慈健康发展基金会#吉林省慧慈健康发展基金会
6357	苏州科技大学教育发展基金会	53320000509158716W	苏州科技大学教育发展基金会
6358	安庆市潜山县野寨中学教育发展基金会	53340800MJB226682P	安庆市潜山县野寨中学教育发展基金会
6359	安庆市见义勇为基金会	53340800MJB2267038	安庆市见义勇为基金会
6360	太和医药人(华源)慈善基金会	53341200MJA8306186	太和医药人(华源)慈善基金会
6361	临泉县扶贫基金会	53341200MJA8306261	临泉县扶贫基金会
6362	太和龙聚湾慈善基金会	53341200MJA830634U	太和龙聚湾慈善基金会
6363	安徽六安市迎驾慈善基金会	53341500394361828F	安徽六安市迎驾慈善基金会
6364	福州市正祥公益慈善基金会	53350100MJB800832J	福州市正祥公益慈善基金会
6365	福州市文博中学教育发展基金会	53350100MJB80100XW	福州市文博中学教育发展基金会
6366	闽清县詠传公益基金会	53350124MJB92806XG	闽清县詠传公益基金会
6367	吕梁市阳光扶贫基金会	53141100MJ18242467	吕梁市阳光扶贫基金会
6368	柳林县鑫飞集团公益基金会	53141125MJ1841492C	柳林县鑫飞集团公益基金会
6369	慈溪市馨贝教育基金会	53330282MJ9103339Q	慈溪市馨贝教育基金会
6370	温州市鹿城社会组织发展基金会	53330300062045108U	温州市鹿城社会组织发展基金会
6371	六安市中山医院慈善基金会	53341500MJA9716647	六安市中山医院慈善基金会
6372	池州市九华山公益基金会	53341700MJB19270XN	池州市九华山公益基金会
6373	北京爱心金羽翼慈善基金会	53110000MJ01778928	北京爱心金羽翼慈善基金会
6374	上海市南汇区教师奖励基金会	53310000501772121A	上海市南汇区教师奖励基金会
6375	江苏省郑和航海文化基金会	5332000050917111XY	江苏省郑和航海文化基金会
6376	杭州市富阳区老龄事业发展基金会	53330000A933767701	杭州市富阳区老龄事业发展基金会
6377	温州肯恩大学教育发展基金会	53330300MJ91453369	温州肯恩大学教育发展基金会
6378	厦门市量子慈善基金会	53350200MJB965362K	厦门市量子慈善基金会
6379	厦门市鹭海英烈慈善基金会	53350200MJB9655658	厦门市鹭海英烈慈善基金会
6380	北京联慈健康扶贫基金会	53110000330352295M	北京联慈健康扶贫基金会
6381	天津市一凡慈善基金会	53120000340896640N	天津市一凡慈善基金会
6382	上海电视节发展基金会	533100005017731085	上海电视节发展基金会
6383	常州经济开发区见义勇为基金会	533200005091596047	常州经济开发区见义勇为基金会
6384	浙江中国计量大学教育基金会	53330000A93376850L	浙江中国计量大学教育基金会
6385	温州市洞头区救急难基金会	53330305MJ9201668J	温州市洞头区救急难基金会
6386	文成县救急难公益基金会	53330328MJ9274963A	文成县救急难公益基金会
6387	莆田市擢英教育基金会	53350300MJC0605733	莆田市擢英教育基金会
6388	福建省宁化第一中学教育发展基金会	53350424MJY1055599	福建省宁化第一中学教育发展基金会
6389	建宁县伊家乡天坪扶贫开发基金会	53350430MJC152056T	建宁县伊家乡天坪扶贫开发基金会
6390	建宁县黄埠乡扶贫发展基金会	53350430MJC152072G	建宁县黄埠乡扶贫发展基金会
6391	西藏珠穆朗玛文学艺术基金会	53540000519156319Q	西藏珠穆朗玛文学艺术基金会
6392	西藏自治区生态建设和环境保护基金会	53540000741925000C	西藏自治区生态建设和环境保护基金会
6393	宁夏扶贫基金会	53640000MJX173496J	宁夏扶贫基金会
6394	宁夏公安民警英烈基金会	53640000MJX173541K	宁夏公安民警英烈基金会
6395	维宗博爱基金会	53640000MJX17355XB	维宗博爱基金会
6396	济南市历城区第一中学教育基金会	53370112MJD766615N	济南市历城区第一中学教育基金会
6397	湖北省武汉中学教育发展基金会	53420000698045736D	湖北省武汉中学教育发展基金会
6398	湖北陈孝平科技发展基金会	53420000MJH244734R	湖北陈孝平科技发展基金会
6399	燕宝慈善基金会	53640000MJX1735766	燕宝慈善基金会
6400	宁夏隆德县神宁民间文化艺术保护发展基金会	53640000MJX173605H	宁夏隆德县神宁民间文化艺术保护发展基金会
6401	宁夏固原市家道爱心助学济困基金会	53640000MJX173613C	宁夏固原市家道爱心助学济困基金会
6402	同心县同德公益慈善基金会	53640000MJX17363XY	同心县同德公益慈善基金会
6403	宁夏回族自治区阳阳慈善基金会	53640000MJY0949842	宁夏回族自治区阳阳慈善基金会
6404	银川市银川高级中学树人教育基金会	53640100MJX224011C	银川市银川高级中学树人教育基金会
6405	银川市沙枣树青少年足球发展基金会	53640106MJX224038T	银川市沙枣树青少年足球发展基金会
6406	永春县盈晖慈善基金会	53350525MJC351805U	永春县盈晖慈善基金会
6407	石狮市厦外石狮分校教育基金会	53350581MJC243484H	石狮市厦外石狮分校教育基金会
6408	青岛市四十人金融教育发展基金会	53370200MJD867045A	青岛市四十人金融教育发展基金会
6409	青岛市农商银行慈善基金会	53370200MJD8670535	青岛市农商银行慈善基金会
6410	青岛市恒星汉学教育基金会	53370200MJD8670610	青岛市恒星汉学教育基金会
6411	青岛市森隆慈善基金会	53370200MJD867088P	青岛市森隆慈善基金会
6412	青岛市青银慈善基金会	53370200MJD867096J	青岛市青银慈善基金会
6413	青岛市城阳区鑫江慈善基金会	53370214MJD9734118	青岛市城阳区鑫江慈善基金会
6414	金诚教育发展基金会	53370321MJE1895145	金诚教育发展基金会
6415	武汉市见义勇为奖励基金会	53420100501233988Y	武汉市见义勇为奖励基金会
6416	武汉市职工福利基金会	53420100501233996R	武汉市职工福利基金会
6417	武汉市两劳释解人员安置帮教基金会	53420100501234091E	武汉市两劳释解人员安置帮教基金会
6418	武汉市出租汽车公司送温暖基金会	534201005227323211	武汉市出租汽车公司送温暖基金会
6419	武汉市水务集团有限公司工会委员会职工互助补充保险基金会	53420100555023468N	武汉市水务集团有限公司工会委员会职工互助补充保险基金会
6420	武汉市出租汽车公司互助补充保险基金会	53420100741410015A	武汉市出租汽车公司互助补充保险基金会
6421	武汉文学艺术基金会	53420100D21504480G	武汉文学艺术基金会
6422	武汉市儿童福利基金会	53420100D21506451Y	武汉市儿童福利基金会
6423	深圳市长卿脑卒中防治基金会	53440300MJL179976J	深圳市长卿脑卒中防治基金会
6424	新疆海棠文化艺术培训中心	53650101773455517T	新疆海棠文化艺术培训中心
6425	乌鲁木齐市职工送温暖基金会	53650102505263308B	乌鲁木齐市职工送温暖基金会
6426	《中国穆斯林》杂志新疆发行站	53650102YA3435169R	《中国穆斯林》杂志新疆发行站
6427	晋江市宝树慈善基金会	53350582MJY0272712	晋江市宝树慈善基金会
6428	南安市胜利中学聚贤教育基金会	53350583MJC29947XW	南安市胜利中学聚贤教育基金会
6429	枣庄市台儿庄区企业助教基金会	53370405MJE252923J	枣庄市台儿庄区企业助教基金会
6430	寿光市中学教育基金会	53370783MJE4582351	寿光市中学教育基金会
6431	长江国际人才交流基金会	53420100F99665588X	长江国际人才交流基金会
6432	中国武汉对外传播基金会	53420100K28060721J	中国武汉对外传播基金会
6433	武汉华源电力汽运公司职工合股基金会	53420100YA214575XU	武汉华源电力汽运公司职工合股基金会
6434	武汉市江岸区促进群众文化基金会	5342010244138736XU	武汉市江岸区促进群众文化基金会
6435	武汉市江岸区后湖乡竹叶山村农村合作基金会	53420102522722262P	武汉市江岸区后湖乡竹叶山村农村合作基金会
6436	武汉市江岸区后湖乡石桥基金会	53420102707199914B	武汉市江岸区后湖乡石桥基金会
6437	武汉市江岸区谌家矶乡先锋所基金会	53420102D21509126W	武汉市江岸区谌家矶乡先锋所基金会
6438	江汉区教育奖励基金会	534201034416282583	江汉区教育奖励基金会
6439	武汉市江汉区农村合作基金会	53420103707199906Y	武汉市江汉区农村合作基金会
6440	江汉区乡村工作办公室生产发展基金会	53420103F99664761M	江汉区乡村工作办公室生产发展基金会
6441	武汉市管道煤气公司工会互助保险基金会	53420104522729114J	武汉市管道煤气公司工会互助保险基金会
6442	武汉市自来水公司职工补充保险基金会	5342010493124613X8	武汉市自来水公司职工补充保险基金会
6443	硚口区长丰乡农村合作基金会	53420104YA210515XL	硚口区长丰乡农村合作基金会
6444	武汉市汉阳区永丰乡汉桥合作基金会	53420105522722414F	武汉市汉阳区永丰乡汉桥合作基金会
6445	武汉市汉阳区永丰乡磨山村合作基金会	534201055227228449	武汉市汉阳区永丰乡磨山村合作基金会
