,ba_cn,fa_accoe_last,fa_accoe_this,fa_accos_last,fa_accos_this,fa_accou_last,fa_accou_this,fa_adexe_last,fa_adexe_this,fa_adexs_last,fa_adexs_this,fa_adexu_last,fa_adexu_this,fa_asine_last,fa_asine_this,fa_asins_last,fa_asins_this,fa_asinu_last,fa_asinu_this,fa_cotoe_last,fa_cotoe_this,fa_cotos_last,fa_cotos_this,fa_cotou_last,fa_cotou_this,fa_dine_last,fa_dine_this,fa_dins_last,fa_dins_this,fa_dinu_last,fa_dinu_this,fa_etoue_last,fa_etoue_this,fa_etous_last,fa_etous_this,fa_etouu_last,fa_etouu_this,fa_fuexe_last,fa_fuexe_this,fa_fuexs_last,fa_fuexs_this,fa_fuexu_last,fa_fuexu_this,fa_gine_last,fa_gine_this,fa_gins_last,fa_gins_this,fa_ginu_last,fa_ginu_this,fa_gse_last,fa_gse_this,fa_gss_last,fa_gss_this,fa_gsu_last,fa_gsu_this,fa_inine_last,fa_inine_this,fa_inins_last,fa_inins_this,fa_ininu_last,fa_ininu_this,fa_intoe_last,fa_intoe_this,fa_intos_last,fa_intos_this,fa_intou_last,fa_intou_this,fa_neche_last,fa_neche_this,fa_nechs_last,fa_nechs_this,fa_nechu_last,fa_nechu_this,fa_otexe_last,fa_otexe_this,fa_otexs_last,fa_otexs_this,fa_otexu_last,fa_otexu_this,fa_otine_last,fa_otine_this,fa_otins_last,fa_otins_this,fa_otinu_last,fa_otinu_this,fa_pine_last,fa_pine_this,fa_pins_last,fa_pins_this,fa_pinu_last,fa_pinu_this,fa_sine_last,fa_sine_this,fa_sins_last,fa_sins_this,fa_sinu_last,fa_sinu_this,fp_yr,name,ricf_oid
1133,上海理工大学教育发展基金会,201230.0,175200.0,1964446.12,2210498.86,1763216.12,2035298.86,0.0,0.0,19979.4,7680.0,19979.4,7680.0,0.0,0.0,0.0,0.0,0.0,0.0,201230.0,175200.0,1838940.38,2077889.49,1637710.38,1902689.49,432630.0,31000.0,2445289.85,3953622.88,2012659.85,3922622.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-145485.14,-140289.37,-145485.14,-140289.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,596940.48,603738.44,596940.48,603738.44,432630.0,31000.0,3042230.33,4557361.32,2609600.33,4526361.32,231400.0,-144200.0,1203289.95,2479471.83,971889.95,2623671.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,上海理工大学教育发展基金会,132.0
1134,上海觉群文教基金会,0.0,1860904.62,0.0,3613189.27,0.0,1752284.65,0.0,0.0,0.0,380454.0,0.0,380454.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1860904.62,0.0,3900597.92,0.0,2039693.3,0.0,3091991.67,0.0,21831481.38,0.0,18739489.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-93045.35,0.0,-93045.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91882.04,0.0,91882.04,0.0,3091991.67,0.0,21923366.75,0.0,18831375.08,0.0,1231087.05,0.0,18022768.83,0.0,16791681.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.33,0.0,3.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,上海觉群文教基金会,4339.0
1135,上海汽车工业科技发展基金会,0.0,0.0,2360000.0,6410000.0,2360000.0,6410000.0,0.0,0.0,458139.0,364533.5,458139.0,364533.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2958612.51,6774303.22,2958612.51,6774303.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3495000.0,4040000.0,3495000.0,4040000.0,0.0,0.0,3549743.04,4073991.14,3549743.04,4073991.14,0.0,0.0,591130.53,-2700312.08,591130.53,-2700312.08,0.0,0.0,140473.51,-230.28,140473.51,-230.28,0.0,0.0,54743.04,33991.14,54743.04,33991.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,上海汽车工业科技发展基金会,123.0
1136,上海唐君远教育基金会,0.0,0.0,14124479.14,24051493.07,14124479.14,24051493.07,0.0,0.0,662268.91,651004.34,662268.91,651004.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10270653.89,24465929.3,10270653.89,24465929.3,0.0,0.0,17070000.0,1945000.0,17070000.0,1945000.0,-4184516.57,-4184516.57,0.0,0.0,4184516.57,4184516.57,0.0,0.0,-4602789.16,-275844.71,-4602789.16,-275844.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12811019.1,29043005.11,12811019.1,29043005.11,0.0,0.0,30330013.58,31389487.99,30330013.58,31389487.99,-4184516.57,-4184516.57,20059359.69,6923558.69,24243876.26,11108075.26,0.0,0.0,1431839.14,1817293.07,1431839.14,1817293.07,0.0,0.0,448994.48,401482.88,448994.48,401482.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,上海唐君远教育基金会,36.0
1137,上海商学院教育发展基金会,470650.17,388287.2,479504.17,388287.2,8854.0,0.0,0.0,0.0,0.0,4776.0,0.0,4776.0,0.0,0.0,0.0,0.0,0.0,0.0,470650.17,388287.2,479504.17,381853.31,8854.0,-6433.89,379740.17,99759.39,379740.17,99759.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11209.89,0.0,-11209.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,379740.17,99759.39,476205.87,99759.39,96465.7,0.0,-90910.0,-288527.81,-3298.3,-282093.92,87611.7,6433.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96465.7,0.0,96465.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,上海商学院教育发展基金会,37.0
1138,上海市奉贤区教育基金会,0.0,0.0,1301476.1,1669558.14,1301476.1,1669558.14,0.0,0.0,45130.8,45680.0,45130.8,45680.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1346606.9,1715238.14,1346606.9,1715238.14,0.0,0.0,1550461.14,74114.35,1550461.14,74114.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,460394.55,430472.37,460394.55,430472.37,0.0,0.0,2030941.58,513640.7,2030941.58,513640.7,0.0,0.0,684334.68,-1201597.44,684334.68,-1201597.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20085.89,9053.98,20085.89,9053.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,上海市奉贤区教育基金会,68.0
1139,上海医学创新发展基金会,0.0,0.0,25268611.78,10842329.27,25268611.78,10842329.27,0.0,0.0,521855.67,335677.12,521855.67,335677.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25902573.12,11183086.91,25902573.12,11183086.91,15060066.0,3145870.0,15060066.0,3145870.0,0.0,0.0,-10949878.83,3439161.3,0.0,0.0,10949878.83,-3439161.3,0.0,0.0,2967.69,5080.52,2967.69,5080.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15060066.0,3145870.0,28902024.89,10758037.02,13841958.89,7612167.02,4110187.17,6585031.3,2999451.77,-425049.89,-1110735.4,-7010081.19,0.0,0.0,109137.98,0.0,109137.98,0.0,0.0,0.0,72594.19,25364.4,72594.19,25364.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13769364.7,7586802.62,13769364.7,7586802.62,2015,上海医学创新发展基金会,25.0
1140,上海市青年创业就业基金会,0.0,0.0,4956016.82,3997889.74,4956016.82,3997889.74,0.0,0.0,261864.92,228551.11,261864.92,228551.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5219946.78,4230089.85,5219946.78,4230089.85,0.0,0.0,4761985.1,876620.7,4761985.1,876620.7,-177750.0,-413022.5,0.0,0.0,177750.0,413022.5,0.0,0.0,2065.04,2649.0,2065.04,2649.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,900916.2,914369.99,900916.2,914369.99,0.0,0.0,5694454.46,1806550.34,5694454.46,1806550.34,-177750.0,-413022.5,474507.68,-2423539.51,652257.68,-2010517.01,0.0,0.0,0.0,1000.0,0.0,1000.0,0.0,0.0,31553.16,15559.65,31553.16,15559.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,上海市青年创业就业基金会,95.0
1141,上海市应昌期围棋教育基金会,0.0,0.0,11133937.09,11590118.46,11133937.09,11590118.46,0.0,0.0,863812.86,939221.0,863812.86,939221.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12214597.6,12507981.9,12214597.6,12507981.9,0.0,0.0,47000.0,30000.0,47000.0,30000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-21670.06,0.0,-21670.06,0.0,0.0,100000.0,120000.0,100000.0,120000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2242899.85,2145125.85,2242899.85,2145125.85,0.0,0.0,14617435.47,14823578.85,14617435.47,14823578.85,0.0,0.0,2402837.87,2315596.95,2402837.87,2315596.95,0.0,0.0,216847.65,312.5,216847.65,312.5,0.0,0.0,24164.62,0.0,24164.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12203371.0,12528453.0,12203371.0,12528453.0,2015,上海市应昌期围棋教育基金会,72.0
1142,上海纽约大学教育发展基金会,0.0,0.0,0.0,9369631.7,0.0,9369631.7,0.0,0.0,40016.2,106761.18,40016.2,106761.18,0.0,0.0,0.0,0.0,0.0,0.0,11760.0,0.0,45547.41,9466108.75,33787.41,9466108.75,13922320.0,9565733.3,15276000.0,11329395.8,1353680.0,1763662.5,0.0,-9358363.3,0.0,0.0,0.0,9358363.3,11760.0,0.0,5531.21,-10284.13,-6228.79,-10284.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13922320.0,9565733.3,15276000.0,11432778.16,1353680.0,1867044.86,13910560.0,207370.0,15230452.59,1966669.41,1319892.59,1759299.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103382.36,0.0,103382.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,上海纽约大学教育发展基金会,3726.0
1143,上海市杨浦区教育奖励基金会,0.0,0.0,0.0,482867.32,0.0,482867.32,0.0,0.0,0.0,30800.0,0.0,30800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,304889.3,513667.32,304889.3,513667.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300000.0,0.0,300000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,644439.21,500848.27,644439.21,500848.27,0.0,0.0,-109241.99,-12819.05,-109241.99,-12819.05,0.0,0.0,304889.3,0.0,304889.3,0.0,0.0,0.0,644439.21,200848.27,644439.21,200848.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,上海市杨浦区教育奖励基金会,79.0
1144,上海慧佳慈善基金会,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2930.0,0.0,2930.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5884.83,0.0,5884.83,0.0,0.0,0.0,2000000.0,0.0,2000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,754.06,0.0,754.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025691.73,0.0,2025691.73,0.0,0.0,0.0,2019806.9,0.0,2019806.9,0.0,0.0,0.0,2200.77,0.0,2200.77,0.0,0.0,0.0,25691.73,0.0,25691.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,上海慧佳慈善基金会,4497.0
1145,上海市残疾人福利基金会,0.0,0.0,8652525.62,4194747.91,8652525.62,4194747.91,0.0,0.0,502284.58,649639.97,502284.58,649639.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9154810.2,4844387.88,9154810.2,4844387.88,5958635.27,2553991.13,9599711.76,5095396.86,3641076.49,2541405.73,-6936579.51,-2311724.32,0.0,0.0,6936579.51,2311724.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5958635.27,2553991.13,9979869.67,5597543.25,4021234.4,3043552.12,-977944.24,242266.81,825059.47,753155.37,1803003.71,510888.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,380157.91,502146.39,380157.91,502146.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,上海市残疾人福利基金会,80.0
1146,上海科普教育发展基金会,220000.0,282433.0,6797401.8,12388879.07,6577401.8,12106446.07,0.0,0.0,420608.73,489876.0,420608.73,489876.0,0.0,0.0,0.0,0.0,0.0,0.0,220000.0,282433.0,7226316.56,12889596.73,7006316.56,12607163.73,220000.0,325888.88,1598092.2,3316588.88,1378092.2,2990700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8306.03,10841.66,8306.03,10841.66,0.0,0.0,2430000.0,0.0,2430000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220000.0,325888.88,5935719.3,17657042.21,5715719.3,17331153.33,0.0,43455.88,-1290597.26,4767445.48,-1290597.26,4723989.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1907627.1,14340453.33,1907627.1,14340453.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,上海科普教育发展基金会,138.0
1147,上海东方知青文化发展基金会,0.0,0.0,0.0,266200.0,0.0,266200.0,0.0,0.0,0.0,42126.18,0.0,42126.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,309533.68,0.0,309533.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1207.5,0.0,1207.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,963.58,0.0,963.58,0.0,0.0,0.0,963.58,0.0,963.58,-309533.68,0.0,-309533.68,0.0,0.0,0.0,0.0,0.0,0.0,963.58,0.0,963.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,上海东方知青文化发展基金会,4072.0
1148,上海仁心公益基金会,0.0,0.0,272476.0,1616290.41,272476.0,1616290.41,0.0,0.0,11736.4,148299.49,11736.4,148299.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,284212.4,1764589.9,284212.4,1764589.9,0.0,1123334.0,0.0,1123334.0,0.0,0.0,0.0,-1123334.0,0.0,0.0,0.0,1123334.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70252.15,0.0,70252.15,0.0,1123334.0,3845.42,1194494.88,3845.42,71160.88,0.0,0.0,-280366.98,-570095.02,-280366.98,-570095.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3845.42,908.73,3845.42,908.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,上海仁心公益基金会,4099.0
1149,上海长江出版交流基金会,0.0,0.0,1454000.0,1868747.77,1454000.0,1868747.77,0.0,0.0,2000.0,14578.3,2000.0,14578.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1281431.17,1636642.87,1281431.17,1636642.87,0.0,0.0,859585.0,1046465.0,859585.0,1046465.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-174568.83,-246683.2,-174568.83,-246683.2,0.0,0.0,500000.0,1694750.0,500000.0,1694750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1359585.0,2741215.0,1359585.0,2741215.0,0.0,0.0,78153.83,1104572.13,78153.83,1104572.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,上海长江出版交流基金会,150.0
1150,上海彤程公益基金会,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000000.0,0.0,2000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000000.0,0.0,2000000.0,0.0,0.0,0.0,2000000.0,0.0,2000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,上海彤程公益基金会,4778.0
1151,上海市水分子公益基金会,0.0,0.0,0.0,297120.0,0.0,297120.0,0.0,0.0,0.0,10686.29,0.0,10686.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,309563.53,0.0,309563.53,0.0,0.0,2000000.0,93930.8,2000000.0,93930.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1757.24,0.0,1757.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000000.0,101587.48,2000000.0,101587.48,0.0,0.0,2000000.0,-207976.05,2000000.0,-207976.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7656.68,0.0,7656.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,上海市水分子公益基金会,4121.0
1152,上海文学发展基金会,0.0,0.0,1192376.32,1747235.19,1192376.32,1747235.19,0.0,0.0,82874.66,92344.45,82874.66,92344.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1487297.63,2744395.83,1487297.63,2744395.83,0.0,0.0,1235000.0,900000.0,1235000.0,900000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1927204.23,5457725.99,1927204.23,5457725.99,0.0,0.0,3632825.79,6358844.4,3632825.79,6358844.4,0.0,0.0,2145528.16,3614448.57,2145528.16,3614448.57,0.0,0.0,212046.65,904816.19,212046.65,904816.19,0.0,0.0,470621.56,1118.41,470621.56,1118.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,上海文学发展基金会,107.0
1153,上海市青浦区教育基金会,0.0,0.0,5751652.38,5554002.31,5751652.38,5554002.31,0.0,0.0,198266.72,319682.4,198266.72,319682.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5949919.1,5873684.71,5949919.1,5873684.71,0.0,0.0,2060200.0,670100.0,2060200.0,670100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8184039.96,5121840.12,8184039.96,5121840.12,0.0,0.0,2234120.86,-751844.59,2234120.86,-751844.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1051269.96,784972.12,1051269.96,784972.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5072570.0,3666768.0,5072570.0,3666768.0,2015,上海市青浦区教育基金会,96.0
1154,上海广播电视台艺术人文发展基金会,0.0,0.0,0.0,4050000.0,0.0,4050000.0,0.0,0.0,0.0,42282.4,0.0,42282.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4092282.4,0.0,4092282.4,0.0,1660000.0,0.0,13180000.0,0.0,11520000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4060000.0,0.0,4060000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1691.7,579041.11,1691.7,579041.11,0.0,1660000.0,1691.7,17819041.11,1691.7,16159041.11,0.0,1660000.0,1691.7,13726758.71,1691.7,12066758.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,上海广播电视台艺术人文发展基金会,4075.0
1155,上海仲弘公益基金会,0.0,0.0,0.0,166457.21,0.0,166457.21,0.0,0.0,0.0,62020.16,0.0,62020.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1138614.32,0.0,1138614.32,0.0,0.0,0.0,5142486.2,0.0,5142486.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,910136.95,0.0,910136.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5142486.2,0.0,5142486.2,0.0,0.0,0.0,4003871.88,0.0,4003871.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,上海仲弘公益基金会,4622.0
1156,上海周桐宇公益基金会,0.0,0.0,0.0,10000.0,0.0,10000.0,0.0,0.0,0.0,9822.7,0.0,9822.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17596.77,0.0,17596.77,0.0,0.0,0.0,2000000.0,0.0,2000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2225.93,0.0,-2225.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000000.0,0.0,2000000.0,0.0,0.0,0.0,1982403.23,0.0,1982403.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,上海周桐宇公益基金会,4236.0
1157,上海叔同深渊科学技术发展基金会,0.0,0.0,0.0,853085.59,0.0,853085.59,0.0,0.0,0.0,118012.0,0.0,118012.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,970163.28,0.0,970163.28,0.0,0.0,0.0,1611837.7,0.0,1611837.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-934.31,0.0,-934.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73021.34,0.0,73021.34,0.0,0.0,0.0,1684859.04,0.0,1684859.04,0.0,0.0,0.0,714695.76,0.0,714695.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,上海叔同深渊科学技术发展基金会,4117.0
1158,上海韩哲一教育扶贫基金会,0.0,0.0,869124.3,744584.0,869124.3,744584.0,0.0,0.0,87490.1,82218.4,87490.1,82218.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,956614.4,826802.4,956614.4,826802.4,500000.0,360000.0,2310560.0,416000.0,1810560.0,56000.0,0.0,-330000.0,0.0,0.0,0.0,330000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500000.0,360000.0,2422225.57,426152.41,1922225.57,66152.41,500000.0,30000.0,1465611.17,-400649.99,965611.17,-430649.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111665.57,10152.41,111665.57,10152.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,上海韩哲一教育扶贫基金会,154.0
1159,上海乒乓球发展事业基金会,0.0,0.0,0.0,62376.0,0.0,62376.0,0.0,0.0,0.0,55481.0,0.0,55481.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,480.0,121113.59,480.0,121113.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3344.86,19137.12,3344.86,19137.12,0.0,0.0,2864.86,-101976.47,2864.86,-101976.47,0.0,0.0,480.0,3256.59,480.0,3256.59,0.0,0.0,3344.86,19137.12,3344.86,19137.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,上海乒乓球发展事业基金会,4074.0
1160,上海慈光皮肤健康基金会,0.0,0.0,0.0,211026.6,0.0,211026.6,0.0,0.0,0.0,43876.51,0.0,43876.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,187441.5,0.0,187441.5,0.0,0.0,2000000.0,24179.0,2000000.0,24179.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-67461.61,0.0,-67461.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000000.0,24179.0,2000000.0,24179.0,0.0,0.0,2000000.0,-163262.5,2000000.0,-163262.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,上海慈光皮肤健康基金会,4059.0
