Unnamed: 0	ba_cn	fp_agas_begin	fp_agas_end	fp_agd_begin	fp_agd_end	fp_asto_begin	fp_asto_end	fp_clas_begin	fp_clas_end	fp_csh_begin	fp_csh_end	fp_deex_begin	fp_deex_end	fp_det_begin	fp_det_end	fp_fias_begin	fp_fias_end	fp_fide_begin	fp_fide_end	fp_fifx_begin	fp_fifx_end	fp_fior_begin	fp_fior_end	fp_fito_begin	fp_fito_end	fp_flde_begin	fp_flde_end	fp_fra_begin	fp_fra_end	fp_inbu_begin	fp_inbu_end	fp_ldto_begin	fp_ldto_end	fp_lims_begin	fp_lims_end	fp_lobo_begin	fp_lobo_end	fp_lode_begin	fp_lode_end	fp_lopa_begin	fp_lopa_end	fp_lost_begin	fp_lost_end	fp_loto_begin	fp_loto_end	fp_noas_begin	fp_noas_end	fp_ntt_begin	fp_ntt_end	fp_ode_begin	fp_ode_end	fp_onin_begin	fp_onin_end	fp_otde_begin	fp_otde_end	fp_otfl_begin	fp_otfl_end	fp_otld_begin	fp_otld_end	fp_prde_begin	fp_prde_end	fp_prex_begin	fp_prex_end	fp_prp_begin	fp_prp_end	fp_rec_begin	fp_rec_end	fp_rm_begin	fp_rm_end	fp_shbo_begin	fp_shbo_end	fp_shpa_begin	fp_shpa_end	fp_shsa_begin	fp_shsa_end	fp_shta_begin	fp_shta_end	fp_sti_begin	fp_sti_end	fp_tofl_begin	fp_tofl_end	fp_tt_begin	fp_tt_end	fp_unls_begin	fp_unls_end	fp_yr	ricf_oid
69	江苏宏德文化出版基金会		0.00		0.00		906,000.00		0.00		216,000.00		0.00		40,900.00		0.00		0.00		0.00		0.00		0.00		40,900.00				0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		865,100.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00				0.00		0.00		0.00		40,900.00		690,000.00		906,000.00		906,000.00		865,100.00	2015	1918
70	江苏教育学院教育发展基金会																																																																																					2015	1925
71	江苏七彩凤凰母语发展基金会		0.00		0.00		2,796,872.18		0.00		1,200,109.69		0.00		1,073.46		14,250.00		270,750.00		0.00		285,000.00		14,250.00		1,073.46				0.00		0.00		0.00		0.00		0.00		0.00		1,165,000.00		1,165,000.00		0.00		2,795,798.72		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		417,512.49				0.00		745.46		0.00		328.00		0.00		1,617,622.18		2,796,872.18		2,795,798.72	2015	1891
72	江苏仁医基金会																																																																																					2015	1896
73	江苏沙钢公益基金会		0.00		0.00		14,585,097.32		0.00		385,097.32		0.00		980,000.00		0.00		0.00		0.00		0.00		0.00		980,000.00				0.00		0.00		1,935,567.41		0.00		0.00		0.00		0.00		0.00		0.00		13,605,097.32		0.00		0.00		0.00		0.00		0.00		0.00		980,000.00		0.00		0.00				0.00		0.00		0.00		0.00		14,200,000.00		14,585,097.32		14,585,097.32		11,669,529.91	2015	1932
74	江苏省关心下一代基金会		0.00		0.00		35,715,791.19		0.00		5,788,910.74		0.00		0.00		26,880.45		107,768.55		0.00		134,649.00		26,880.45		0.00				0.00		0.00		21,677,518.54		0.00		29,900,000.00		0.00		0.00		29,900,000.00		0.00		35,715,791.19		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00				0.00		0.00		0.00		0.00		0.00		5,788,910.74		35,715,791.19		14,038,272.65	2015	1943
75	江苏省豪爵慈善基金会		0.00		0.00		10,380,000.00		0.00		10,380,000.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00				0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		10,380,000.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00				0.00		0.00		0.00		0.00		0.00		10,380,000.00		10,380,000.00		10,380,000.00	2015	1962
76	江苏盐阜扶贫济困基金会		0.00		0.00		2,350,000.00		0.00		2,350,000.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00				0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		2,350,000.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00				0.00		0.00		0.00		0.00		0.00		2,350,000.00		2,350,000.00		2,350,000.00	2015	1940
77	中国电影基金会	0	0	0	0	13,229,090.59	17,791,331.7	477,000	477,000	586,199.69	14,009,275.6	0	0	9,869.72	4,864.4	77,020.9	217,180.9	61,843.1	61,843.1	0	0	138,864	279,024	554,020.9	694,180.9	9,869.72	4,864.4	0	0	0	0	0	0	70,000	9,034,917.55	0	0	0	0	0	0	3,000,000	3,000,000	3,000,000	3,000,000	0	0	13,219,220.87	17,786,467.3	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	2,494.8	1,500	86,375.2	86,375.2	0	0	3,292	5,000	0	0	6,577.72	-135.6	9,000,000	0	9,675,069.69	14,097,150.8	13,229,090.59	17,791,331.7	13,149,220.87	8,751,549.75	2015	254
78	江苏中大公益基金会		0.00		0.00		48,544,300.00		0.00		48,540,800.00		0.00		0.00		2,500.00		0.00		0.00		2,500.00		2,500.00		0.00				0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		48,541,800.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		1,000.00				0.00		0.00		0.00		0.00		0.00		48,541,800.00		48,541,800.00		48,541,800.00	2015	1894
79	江苏中外大学女校长教育发展基金会		0.00		0.00		5,711,910.36		0.00		4,204,270.56		0.00		0.00		7,639.80		19,324.20		0.00		26,964.00		7,639.80		0.00				0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		5,711,910.36		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		1,500,000.00				0.00		0.00		0.00		0.00		0.00		5,704,270.56		5,711,910.36		5,711,910.36	2015	1893
80	金陵科技学院教育发展基金会		0.00		0.00		11,626,262.70		0.00		8,124,150.20		0.00		0.00		2,112.50		3,737.50		0.00		5,850.00		2,112.50		0.00				0.00		0.00		0.00		0.00		0.00		0.00		3,500,000.00		3,500,000.00		0.00		11,626,262.70		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00				0.00		0.00		0.00		0.00		0.00		8,124,150.20		11,626,262.70		11,626,262.70	2015	3115
81	南京化工职业技术学院教育发展基金会		0.00		0.00		4,747,377.00		0.00		4,747,377.00		0.00		400,000.00		0.00		0.00		0.00		0.00		0.00		400,000.00				0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		4,347,377.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00				0.00		400,000.00		0.00		0.00		0.00		4,747,377.00		4,747,377.00		4,347,377.00	2015	765
82	南京交通职业技术学院教育发展基金会		0.00		0.00		3,101,500.00		0.00		2,601,500.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00				0.00		0.00		34,600.00		0.00		0.00		0.00		500,000.00		500,000.00		0.00		3,101,500.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00				0.00		0.00		0.00		0.00		0.00		2,601,500.00		3,101,500.00		3,066,900.00	2015	758
83	南京人口管理干部学院教育发展基金会																																																																																					2015	759
84	南京市下关区见义勇为基金会																																																																																					2015	775
85	南京市溧水区见义勇为基金会		0.00		0.00		4,689,334.32		0.00		669,334.32		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00				0.00		0.00		4,044,094.55		0.00		0.00		0.00		0.00		0.00		0.00		4,689,334.32		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		4,020,000.00				0.00		0.00		0.00		0.00		0.00		4,689,334.32		4,689,334.32		645,239.77	2015	787
86	南京新城市慈善基金会		0.00		0.00		634,097.64		0.00		634,097.64		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00				0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		634,097.64		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00				0.00		0.00		0.00		0.00		0.00		634,097.64		634,097.64		634,097.64	2015	800
87	南京信息职业技术学院教育发展基金会		0.00		0.00		8,536,000.00		0.00		8,536,000.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00				0.00		0.00		4,000,000.00		0.00		0.00		0.00		0.00		0.00		0.00		8,536,000.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00				0.00		0.00		0.00		0.00		0.00		8,536,000.00		8,536,000.00		4,536,000.00	2015	762
88	潍坊市铭仁文化发展基金会	0	0	0	0	2,442,711.51	2,439,241.06	0	0	6,281.06	2,810.61	0	0	350,000	365,000	430.45	430.45	15,069.55	15,069.55	0	0	15,500	15,500	430.45	430.45	350,000	365,000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2,092,711.51	2,074,241.06	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	636,000	636,000	0	0	350,000	365,000	0	0	0	0	1,800,000	1,800,000	2,442,281.06	2,438,810.61	2,442,711.51	2,439,241.06	2,092,711.51	2,074,241.06	2015	2648
89	南通高等师范学校教育发展基金会																																																																																					2015	855
90	南通泰慕士爱心基金会		0.00		0.00		2,069,953.62		0.00		22,917.16		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00				0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		2,069,953.62		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		247,036.46				0.00		0.00		0.00		0.00		1,800,000.00		2,069,953.62		2,069,953.62		2,069,953.62	2015	850
91	苏州农业职业技术学院教育发展基金会																																																																																					2015	2882
92	苏州市残疾人福利基金会		0.00		0.00		8,050,800.00		0.00		6,497,900.00		0.00		507,000.00		1,552,900.00		8,100.00		0.00		1,561,000.00		1,552,900.00		507,000.00				0.00		0.00		6,059,200.00		0.00		0.00		0.00		0.00		0.00		0.00		7,543,800.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00				0.00		0.00		0.00		7,000.00		0.00		6,497,900.00		8,050,800.00		1,484,600.00	2015	2899
93	太仓市见义勇为基金会		0.00		0.00		9,422,350.80		0.00		5,141,366.36		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00				0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		9,422,350.80		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		4,280,984.44				0.00		0.00		0.00		0.00		0.00		9,422,350.80		9,422,350.80		9,422,350.80	2015	1114
94	无锡公安大病特困救助基金会		0.00		0.00		209,414,801.90		0.00		49,339,822.20		0.00		0.00		74,979.70		185,184.30		0.00		260,164.00		74,979.70		0.00				0.00		0.00		0.00		0.00		160,000,000.00		0.00		0.00		160,000,000.00		0.00		209,414,801.90		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00				0.00		0.00		0.00		0.00		0.00		49,339,822.20		209,414,801.90		209,414,801.90	2015	1755
95	无锡职业技术学院教育发展基金会																																																																																					2015	1765
96	苏州市吴江区见义勇为基金会																																																																																					2015	2895
97	宜兴振球慈善基金会		0.00		0.00		5,643,888.59		0.00		643,888.59		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00				0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		5,643,888.59		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		5,000,000.00				0.00		0.00		0.00		0.00		0.00		5,643,888.59		5,643,888.59		5,643,888.59	2015	1250
98	扬州市翔宇妇女儿童基金会		0.00		184,100.00		4,490,900.00		0.00		463,900.00		0.00		184,100.00		0.00		0.00		0.00		0.00		0.00		0.00				0.00		0.00		349,700.00		0.00		0.00		0.00		0.00		0.00		0.00		4,306,800.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		2,527,000.00				0.00		0.00		0.00		0.00		1,500,000.00		4,490,900.00		4,490,900.00		3,957,100.00	2015	1712
99	中国儿童少年基金会	0	0	0	0	399,490,182.72	535,592,044.58	0	0	312,391,430.35	394,643,598.1	0	0	145,259.44	15,991,977.81	5,767,179.1	5,948,442.13	11,265,971.98	11,262,238.33	0	0	17,033,151.08	17,210,680.46	5,767,179.1	5,948,442.13	145,259.44	15,991,977.81	0	0	0	0	0	0	307,541,138.55	422,176,459.05	0	0	0	0	0	0	0	0	0	0	0	0	399,344,923.28	519,600,066.77	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	1,345,101.97	1,187,930.45	79,986,471.3	133,812,073.9	0	0	144,534.44	15,929,833.29	0	0	725	62,144.52	0	0	393,723,003.62	529,643,602.45	399,490,182.72	535,592,044.58	91,803,784.73	97,423,607.72	2015	207
100	张学良教育基金会	0	0	0	0	37,549,133.43	44,725,607.56	0	0	37,549,133.43	44,685,607.56	0	0	0	35,190	0	0	0	0	0	0	0	0	0	0	0	35,190	0	0	0	0	0	0	37,549,133.43	44,690,417.56	0	0	0	0	0	0	0	0	0	0	0	0	37,549,133.43	44,690,417.56	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	40,000	0	0	0	0	0	35,190	0	0	0	0	0	0	37,549,133.43	44,725,607.56	37,549,133.43	44,725,607.56	0	0	2015	1656
101	哈尔滨市百威英博城市发展基金会																																																																																					2015	958
102	大庆市老年福利基金会		0.00		0.00		9,753,894.89		0.00		5,549,010.11		0.00		0.00		4,204,884.78		1,876,231.22		0.00		6,081,116.00		4,204,884.78		0.00				0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		9,753,894.89		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00				0.00		0.00		0.00		0.00		0.00		5,549,010.11		9,753,894.89		9,753,894.89	2015	1043
103	黑龙江省社会科学发展基金会																																																																																					2015	3331
104	黑龙江省青少年发展基金会		0.00		0.00		25,992,791.96		0.00		547,156.50		0.00		140,179.26		357,644.17		396,033.83		0.00		753,678.00		8,868,604.17		140,179.26				8,510,960.00		0.00		23,556,239.77		0.00		0.00		0.00		0.00		0.00		0.00		25,852,612.70		0.00		0.00		96,401.92		3,238,434.19		0.00		0.00		0.00		0.00		1,085,936.00				44,330.00		0.00		0.00		552.66		18,354,330.48		17,124,187.79		25,992,791.96		2,296,372.93	2015	3333
105	黑龙江省妇女儿童基金会		0.00		0.00		11,437,187.24		0.00		5,524,533.96		0.00		5,519,133.77		2,357.00		3,442.00		0.00		5,799.00		2,357.00		5,519,133.77				0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		5,918,053.47		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		5,640,000.00				0.00		5,519,133.77		0.00		0.00		254,456.28		11,434,830.24		11,437,187.24		5,918,053.47	2015	3325
106	齐齐哈尔市见义勇为奖励基金会																																																																																					2015	3341
107	黑龙江省烈士纪念事业基金会		0.00		0.00		4,700,922.45		0.00		4,317,234.75		0.00		39,359.40		383,687.70		157,431.00		0.00		541,118.70		383,687.70		39,359.40				0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		4,661,563.05		0.00		0.00		4,559.40		0.00		0.00		0.00		0.00		0.00		0.00				0.00		0.00		34,800.00		0.00		0.00		4,317,234.75		4,700,922.45		4,661,563.05	2015	3345
108	黑龙江省残疾人福利基金会																																																																																					2015	3327
109	黑龙江省公安民警英烈基金会																																																																																					2015	3319
110	中国法学交流基金会	0	0	0	0	9,784,534.91	11,442,291.36	0	0	8,870,509.36	8,880,359.87	0	0	13,744.82	217,757.25	524,878.45	434,746.07	179,934.88	244,469.26	0	0	704,813.33	679,215.33	524,878.45	434,746.07	13,744.82	217,757.25	0	0	0	0	0	0	-869,475.59	850,423.06	0	0	0	0	0	0	0	0	0	0	0	0	9,770,790.09	11,224,534.11	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	389,147.1	1,065,377.78	0	1,061,807.64	0	0	14,824.13	220,307.83	0	0	-1,079.31	-2,550.58	0	0	9,259,656.46	11,007,545.29	9,784,534.91	11,442,291.36	10,640,265.68	10,374,111.05	2015	247
111	南航“十分”关爱基金会	0	0	0	0	28,839,729.27	36,183,758.13	0	0	28,839,729.27	36,183,758.13	0	0	200,000	0	0	0	0	0	0	0	0	0	0	0	200,000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28,639,729.27	36,183,758.13	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	200,000	0	0	0	0	0	0	0	28,839,729.27	36,183,758.13	28,839,729.27	36,183,758.13	28,639,729.27	36,183,758.13	2015	834
112	哈尔滨市道里区残疾人福利基金会		0.00		0.00		4,162,418.00		0.00		4,156,910.00		0.00		0.00		5,008.00		94,992.00		0.00		100,000.00		5,008.00		0.00				0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		4,162,418.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		500.00				0.00		0.00		0.00		0.00		0.00		4,157,410.00		4,162,418.00		4,162,418.00	2015	962
113	腾讯公益慈善基金会	0	0	0	0	458,602,859.81	723,138,212.05	0	0	398,293,297.66	496,161,672.15	0	0	1,627,057	630,195.72	0	487,307.2	0	302,920.62	0	0	0	790,227.82	731,267.78	487,307.2	1,627,057	630,195.72	0	0	731,267.78	0	0	0	13,451,168.6	10,532,222.96	0	0	0	0	0	0	0	0	0	0	46,843.34	31,243.34	456,975,802.81	722,508,016.33	0	0	0	0	191,377.52	257,996.35	1,328,913.86	324,236.59	0.0	0	0	0	0	36,588.43	0	0	58,202,537.17	226,133,752.77	0	0	0	0	1,045,370	177,013.11	131,780	128,600	258,529.48	29,997.83	0	0	457,824,748.69	722,619,661.51	458,602,859.81	723,138,212.05	443,524,634.21	711,975,793.37	2015	2869
114	万科公益基金会	0	0	0	0	112,600,378.55	188,859,345.36	0	0	16,630,728.48	10,837,455.08	0	0	60,000	68,500	0	0	0	0	0	0	0	0	0	0	60,000	68,500	0	0	0	0	0	0	31,931,323.48	22,244,614.81	0	0	0	0	0	0	94,731,309	55,953,549.21	94,731,309	55,953,549.21	0	0	112,540,378.55	188,790,845.36	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	1,139,990	121,969,990	98,351.07	98,351.07	0	0	60,000	62,500	0	0	0	6,000	0	0	17,869,069.55	132,905,796.15	112,600,378.55	188,859,345.36	80,609,055.07	166,546,230.55	2015	3
115	哈尔滨市残疾人福利基金会																																																																																					2015	957
116	余彭年慈善基金会		0.00		0.00		37,731,836.71		0.00		2,730,512.97		0.00		761,466.68		0.00		0.00		0.00		0.00		0.00		761,466.68				0.00		0.00		19,970,365.03		0.00		0.00		0.00		0.00		0.00		0.00		36,970,370.03		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		1,323.74				0.00		761,466.68		0.00		0.00		35,000,000.00		37,731,836.71		37,731,836.71		17,000,005.00	2015	382
117	广西和正慈善基金会																																																																																					2015	1623
118	黑龙江省教师奖励基金会																																																																																					2015	3326
119	广西华侨爱心基金会		0.00		0.00		5,199,200.61		0.00		5,179,565.82		0.00		317.10		19,298.79		29,041.21		0.00		48,340.00		19,298.79		317.10				0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		5,198,883.51		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		336.00				0.00		0.00		0.00		317.10		0.00		5,179,901.82		5,199,200.61		5,198,883.51	2015	1617
120	广西荣和爱心基金会																																																																																					2015	1640
121	山东省胜利油田地学开拓基金会	0	0	0	0	10,273,065.56	15,312,310.1	0	0	3,897,506.11	9,511,973.15	0	0	306,624.36	233,840	2,300	1,100	1,300	2,500	0	0	3,600	3,600	2,300	1,100	306,624.36	233,840	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4,285,159.45	4,289,357.35	4,285,159.45	4,289,357.35	0	0	9,966,441.2	15,078,470.1	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	888,100	309,879.6	0	0	0	0	304,000	233,840	0	0	2,624.36	0	1,200,000	1,200,000	5,985,606.11	11,021,852.75	10,273,065.56	15,312,310.1	9,966,441.2	15,078,470.1	2015	1299
122	黑龙江恢先地震工程学基金会																																																																																					2015	3310
123	广西民族教育发展基金会		0.00		0.00		121,538,478.26		0.00		3,120,350.26		0.00		650.10		30,928.00		120,246.30		0.00		151,174.30		30,928.00		650.10				0.00		0.00		116,650,000.00		0.00		0.00		0.00		0.00		0.00		0.00		123,736,798.16		0.00		0.00		650.10		0.00		0.00		0.00		0.00		2,387,200.00		0.00				0.00		0.00		0.00		0.00		116,000,000.00		121,507,550.26		123,737,448.26		7,086,798.16	2015	1636
124	广西桂嘉汇青少年儿童救助基金会						6,682,384.26				6,682,384.26																																						6,682,384.26																																6,682,384.26		6,682,384.26		6,682,384.26	2015	1633
125	桂林市仁济慈善基金会		0.00		0.00		23,364,902.66		0.00		13,347,604.68		0.00		35.10		10,131.76		39,511.24		0.00		49,643.00		10,131.76		35.10				0.00		0.00		206,800.00		0.00		0.00		0.00		0.00		0.00		7,166.22		23,364,867.56		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00				0.00		35.10		0.00		0.00		10,000,000.00		23,347,604.68		23,364,902.66		23,158,067.56	2015	1833
126	黑龙江省华侨经济文化基金会																																																																																					2015	3320
127	广西李宁基金会						5,939,608.83				374,629.51				89,550.54		435,777.52		651,311.48				1,087,089.00		435,777.52		89,550.54																						5,850,058.29																5,000,000.00		129,201.80						40,000.00		43,297.65		6,252.89				5,503,831.31		5,939,608.83		5,850,058.29	2015	1632
128	黑龙江飞鹤乳业有限公司助学基金会																																																																																					2015	3338
129	广西协力扶助基金会		0.00		0.00		6,302,287.97		0.00		6,287,716.80		0.00		39.71		13,758.67		13,606.33		0.00		27,365.00		13,758.67		39.71				0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		6,302,248.26		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		812.50				0.00		0.00		0.00		39.71		0.00		6,288,529.30		6,302,287.97		6,302,248.26	2015	1619
130	哈尔滨市道里区慈善基金会																																																																																					2015	961
131	广西师范大学教育发展基金会																																																																																					2015	1628
132	中国扶贫基金会	0	0	628,189,131.6	832,815,240.33	2,218,537,019.02	2,334,862,915.31	274,900	274,900	443,720,688.8	459,430,213.26	0	0	1,299,203,658.12	1,277,585,702.52	2,865,800.42	2,611,860.55	6,773,895.04	7,102,982.73	0	0	9,639,695.46	9,714,843.28	3,887,790.42	3,379,162.55	631,514,526.52	42,270,462.19	0	0	747,090	492,402	39,500,000	402,500,000	734,493,261.52	835,502,051.26	13,500,000	373,500,000	60,000,000	0	26,000,000	29,000,000	381,398,315.53	432,872,114.98	441,398,315.53	432,872,114.98	8,926,952.67	8,663,761.59	919,333,360.9	1,057,277,212.79	325,000,000	40,000,000	0	0	0	0	0	0	0.0	0	0	0	0	0	2,162,790.2	4,100,142.55	879,033,226.93	837,494,919.57	38,173,441.73	62,342,990.28	300,000,000	0	6,152,852.97	1,987,489.2	249,660.88	187,334.15	112,012.67	95,638.84	401,233,812.74	526,579,610.53	1,764,323,960.4	1,889,947,876.19	2,218,537,019.02	2,334,862,915.31	184,840,099.38	221,775,161.53	2015	236
133	广西国海扶贫助学基金会		0.00		0.00		2,985,290.57		0.00		52,036.69		0.00		0.00		0.00		0.00		0.00		0.00		6.00		0.00				6.00		0.00		0.00		0.00		0.00		0.00		2,933,259.88		2,933,259.88		0.00		2,985,296.57		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00				0.00		0.00		0.00		0.00		0.00		52,036.69		2,985,296.57		2,985,296.57	2015	1624
134	鸡西市残疾人福利基金会																																																																																					2015	3299
135	广西帮帮忙教育扶贫基金会		0.00		0.00		2,476,944.71		0.00		1,144.71		0.00		3,000.00		4,800.00		3,200.00		0.00		8,000.00		4,800.00		3,000.00				0.00		0.00		0.00		0.00		0.00		0.00		1,976,000.00		1,976,000.00		0.00		2,473,944.71		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		495,000.00				0.00		3,000.00		0.00		0.00		0.00		496,144.71		2,476,944.71		2,473,944.71	2015	1629
