	ba_cn	ind_year	ricf_oid	ba_uscc	nm_offi
6366	河南省本源人文公益基金会	2013	2131	534100005817320000	河南省本源人文公益基金会
6367	河南省本源人文公益基金会	2014	2131	534100005817320000	河南省本源人文公益基金会
6368	河南省本源人文公益基金会	2015	2131	534100005817320000	河南省本源人文公益基金会
6369	河南省残疾人福利基金会	2013	2132	534100007957064000	河南省残疾人福利基金会
6370	河南省残疾人福利基金会	2014	2132	534100007957064000	河南省残疾人福利基金会
6371	河南省残疾人福利基金会	2015	2132	534100007957064000	河南省残疾人福利基金会
6372	河南省民营企业信用发展基金会	2013	2133	534100005817116990	河南省民营企业信用发展基金会
6373	河南省民营企业信用发展基金会	2014	2133	534100005817116990	河南省民营企业信用发展基金会
6374	河南省民营企业信用发展基金会	2015	2133	534100005817116990	河南省民营企业信用发展基金会
6375	河南省浙鑫助残救孤基金会	2013	2134	534100005724553980	河南省浙鑫助残救孤基金会
6376	河南省浙鑫助残救孤基金会	2014	2134	534100005724553980	河南省浙鑫助残救孤基金会
6377	河南省浙鑫助残救孤基金会	2015	2134	534100005724553980	河南省浙鑫助残救孤基金会
6378	河南省炎黄二帝公益基金会	2013	2135		
6379	河南省炎黄二帝公益基金会	2014	2135		
6380	河南省炎黄二帝公益基金会	2015	2135		
6381	河南省炎黄姓氏历史文化基金会	2013	2136	53410000783416116R	河南省炎黄姓氏历史文化基金会
6382	河南省炎黄姓氏历史文化基金会	2014	2136	53410000783416116R	河南省炎黄姓氏历史文化基金会
6383	河南省炎黄姓氏历史文化基金会	2015	2136	53410000783416116R	河南省炎黄姓氏历史文化基金会
6384	河南省炎黄慈善基金会	2013	2137		
6385	河南省炎黄慈善基金会	2014	2137		
6386	河南省炎黄慈善基金会	2015	2137		
6387	河南省爱心事业基金会	2013	2138	534100007919342980	河南省爱心事业基金会
6388	河南省爱心事业基金会	2014	2138	534100007919342980	河南省爱心事业基金会
6389	河南省爱心事业基金会	2015	2138	534100007919342980	河南省爱心事业基金会
6390	河南省爱心助残基金会	2013	2139	53410000567291734A	河南省爱心助残基金会
6391	河南省爱心助残基金会	2014	2139	53410000567291734A	河南省爱心助残基金会
6392	河南省爱心助残基金会	2015	2139	53410000567291734A	河南省爱心助残基金会
6393	河南省爱心助老基金会	2013	2140	534100005542081020	河南省爱心助老基金会
6394	河南省爱心助老基金会	2014	2140	534100005542081020	河南省爱心助老基金会
6395	河南省爱心助老基金会	2015	2140	534100005542081020	河南省爱心助老基金会
6396	河南省爱心基金会	2013	2141	53410000594871734X	河南省爱心基金会
6397	河南省爱心基金会	2014	2141	53410000594871734X	河南省爱心基金会
6398	河南省爱心基金会	2015	2141	53410000594871734X	河南省爱心基金会
6399	河南省王超斌慈善基金会	2013	2142	53410000569810542G	河南省王超斌慈善基金会
6400	河南省王超斌慈善基金会	2014	2142	53410000569810542G	河南省王超斌慈善基金会
6401	河南省王超斌慈善基金会	2015	2142	53410000569810542G	河南省王超斌慈善基金会
6402	河南省白象慈善基金会	2013	2143		
6403	河南省白象慈善基金会	2014	2143		
6404	河南省白象慈善基金会	2015	2143		
6405	河南省福兴儿童公益基金会	2013	2144	53410000061399908D	河南省福兴儿童公益基金会
6406	河南省福兴儿童公益基金会	2014	2144	53410000061399908D	河南省福兴儿童公益基金会
6407	河南省福兴儿童公益基金会	2015	2144	53410000061399908D	河南省福兴儿童公益基金会
6408	河南省羚锐老区扶贫帮困基金会	2013	2145	53410000670091263T	河南省羚锐老区扶贫帮困基金会
6409	河南省羚锐老区扶贫帮困基金会	2014	2145	53410000670091263T	河南省羚锐老区扶贫帮困基金会
6410	河南省羚锐老区扶贫帮困基金会	2015	2145	53410000670091263T	河南省羚锐老区扶贫帮困基金会
6411	河南省老区建设基金会	2013	2146	53410000675370034F	河南省老区建设基金会
6412	河南省老区建设基金会	2014	2146	53410000675370034F	河南省老区建设基金会
6413	河南省老区建设基金会	2015	2146	53410000675370034F	河南省老区建设基金会
6414	河南省老年文化事业发展基金会	2013	2147	5341000006266809X4	河南省老年文化事业发展基金会
6415	河南省老年文化事业发展基金会	2014	2147	5341000006266809X4	河南省老年文化事业发展基金会
6416	河南省老年文化事业发展基金会	2015	2147	5341000006266809X4	河南省老年文化事业发展基金会
6417	河南省老年福利基金会	2013	2148		
6418	河南省老年福利基金会	2014	2148		
6419	河南省老年福利基金会	2015	2148		
6420	河南省老龄产业发展基金会	2013	2149	534100005976475010	河南省老龄产业发展基金会
6421	河南省老龄产业发展基金会	2014	2149	534100005976475010	河南省老龄产业发展基金会
6422	河南省老龄产业发展基金会	2015	2149	534100005976475010	河南省老龄产业发展基金会
6423	河南省荆浩艺术公益基金会	2013	2150	53410000569815562N	河南省荆浩艺术公益基金会
6424	河南省荆浩艺术公益基金会	2014	2150	53410000569815562N	河南省荆浩艺术公益基金会
6425	河南省荆浩艺术公益基金会	2015	2150	53410000569815562N	河南省荆浩艺术公益基金会
6426	河南省荆浩非物质文化遗产传承发展基金会	2013	2151	5341000007421989X6	河南省荆浩非物质文化遗产传承发展基金会
6427	河南省荆浩非物质文化遗产传承发展基金会	2014	2151	5341000007421989X6	河南省荆浩非物质文化遗产传承发展基金会
6428	河南省荆浩非物质文化遗产传承发展基金会	2015	2151	5341000007421989X6	河南省荆浩非物质文化遗产传承发展基金会
6429	河南省莲花慈善基金会	2013	2152		
6430	河南省见义勇为基金会	2013	2153	534100006716555970	河南省见义勇为基金会
6431	河南省见义勇为基金会	2014	2153	534100006716555970	河南省见义勇为基金会
6432	河南省见义勇为基金会	2015	2153	534100006716555970	河南省见义勇为基金会
6433	河南省豫金文化基金会	2013	2154	53410000054716338M	河南省豫金文化基金会
6434	河南省豫金文化基金会	2014	2154	53410000054716338M	河南省豫金文化基金会
6435	河南省豫金文化基金会	2015	2154	53410000054716338M	河南省豫金文化基金会
6436	河南省超越救助基金会	2013	2155	53410000694858641E	河南省超越救助基金会
6437	河南省超越救助基金会	2014	2155	53410000694858641E	河南省超越救助基金会
6438	河南省超越救助基金会	2015	2155	53410000694858641E	河南省超越救助基金会
6439	河南省金鑫爱心教育基金会	2013	2156	534100006987294980	河南省金鑫爱心教育基金会
6440	河南省金鑫爱心教育基金会	2014	2156	534100006987294980	河南省金鑫爱心教育基金会
6441	河南省金鑫爱心教育基金会	2015	2156	534100006987294980	河南省金鑫爱心教育基金会
6442	河南省银龄基金会	2013	2157	534100005870552000	河南省银龄基金会
6443	河南省银龄基金会	2014	2157	534100005870552000	河南省银龄基金会
6444	河南省银龄基金会	2015	2157	534100005870552000	河南省银龄基金会
6445	河南省阳光助老基金会	2013	2158	53410000057238116M	河南省阳光助老基金会
6446	河南省阳光助老基金会	2014	2158	53410000057238116M	河南省阳光助老基金会
6447	河南省阳光助老基金会	2015	2158	53410000057238116M	河南省阳光助老基金会
6448	河南省陈氏太极拳发展基金会	2013	2159		
6449	河南省陈氏太极拳发展基金会	2014	2159		
6450	河南省陈氏太极拳发展基金会	2015	2159		
6451	河南省青少年发展基金会	2013	2160	5341000072700212XF	河南省青少年发展基金会
6452	河南省青少年发展基金会	2014	2160	5341000072700212XF	河南省青少年发展基金会
6453	河南省青少年发展基金会	2015	2160	5341000072700212XF	河南省青少年发展基金会
6454	河南省青年创业就业基金会	2013	2161	534100006856984000	河南省青年创业就业基金会
6455	河南省青年创业就业基金会	2014	2161	534100006856984000	河南省青年创业就业基金会
6456	河南省青年创业就业基金会	2015	2161	534100006856984000	河南省青年创业就业基金会
6457	河南省黄帝故里建设基金会	2013	2162		
6458	河南省黄帝故里基金会	2014	2162	534100006716729020	河南省黄帝故里基金会
6459	河南省黄帝故里基金会	2015	2162	534100006716729020	河南省黄帝故里基金会
6460	河南省黄河文化基金会	2013	2163	534100007967990020	河南省黄河文化基金会
6461	河南省黄河文化基金会	2014	2163	534100007967990020	河南省黄河文化基金会
6462	河南省黄河文化基金会	2015	2163	534100007967990020	河南省黄河文化基金会
6463	河南足球事业发展基金会	2013	2164	53410000671660659A	河南足球事业发展基金会
6464	河南足球事业发展基金会	2014	2164	53410000671660659A	河南足球事业发展基金会
6465	河南足球事业发展基金会	2015	2164	53410000671660659A	河南足球事业发展基金会
6466	河海大学教育发展基金会	2013	2165	53320000509158695C	河海大学教育发展基金会
6467	河海大学教育发展基金会	2014	2165	53320000509158695C	河海大学教育发展基金会
6468	河海大学教育发展基金会	2015	2165	53320000509158695C	河海大学教育发展基金会
6469	河源市华达万福公益基金会	2013	2166	5344160007353808X9	河源市华达万福公益基金会
6470	河源市华达福公益基金会	2014	2166		
6471	河源市华达福公益基金会	2015	2166		
6472	泉州九中柳文拐助学奖学奖教基金会	2013	2167	53350000689361622E	泉州九中柳文拐助学奖学奖教基金会
6473	泉州九中柳文拐助学奖学奖教基金会	2014	2167	53350000689361622E	泉州九中柳文拐助学奖学奖教基金会
6474	泉州九中柳文拐助学奖学奖教基金会	2015	2167	53350000689361622E	泉州九中柳文拐助学奖学奖教基金会
6475	泉州光华教育发展基金会	2013	2168	53350000587500513J	泉州光华教育发展基金会
6476	泉州光华教育发展基金会	2014	2168	53350000587500513J	泉州光华教育发展基金会
6477	泉州光华教育发展基金会	2015	2168	53350000587500513J	泉州光华教育发展基金会
6478	泉州市宝树堂教育基金会	2013	2169	5335000077068092XL	泉州市宝树堂教育基金会
6479	泉州市宝树堂教育基金会	2014	2169	5335000077068092XL	泉州市宝树堂教育基金会
6480	泉州市宝树堂教育基金会	2015	2169	5335000077068092XL	泉州市宝树堂教育基金会
6481	泉州市教育基金会	2013	2170	53350000782167621H	泉州市教育基金会
6482	泉州市教育基金会	2014	2170	53350000782167621H	泉州市教育基金会
6483	泉州市教育基金会	2015	2170	53350000782167621H	泉州市教育基金会
6484	泉州师范学院教育发展基金会	2013	2171	533500005811096365	泉州师范学院教育发展基金会
6485	泉州师范学院教育发展基金会	2014	2171	533500005811096365	泉州师范学院教育发展基金会
6486	泉州师范学院教育发展基金会	2015	2171	533500005811096365	泉州师范学院教育发展基金会
6487	泉州金安恒兴教育基金会	2013	2172	53350000674010264B	泉州金安恒兴教育基金会
6488	泉州金安恒兴教育基金会	2014	2172	53350000674010264B	泉州金安恒兴教育基金会
6489	泉州金安恒兴教育基金会	2015	2172	53350000674010264B	泉州金安恒兴教育基金会
6490	泗洪县见义勇为基金会	2013	2173	533200005091605413	泗洪县见义勇为基金会
6491	泗洪县见义勇为基金会	2014	2173	533200005091605413	泗洪县见义勇为基金会
6492	泗洪县见义勇为基金会	2015	2173	533200005091605413	泗洪县见义勇为基金会
6493	泗阳县见义勇为基金会	2013	2174	53320000509160592B	泗阳县见义勇为基金会
6494	泗阳县见义勇为基金会	2014	2174	53320000509160592B	泗阳县见义勇为基金会
6495	泗阳县见义勇为基金会	2015	2174	53320000509160592B	泗阳县见义勇为基金会
6496	泗阳林中凤凰教育基金会	2013	2175	53320000509161675F	泗阳林中凤凰教育基金会
6497	泗阳林中凤凰教育基金会	2014	2175	53320000509161675F	泗阳林中凤凰教育基金会
6498	泗阳林中凤凰教育基金会	2015	2175	53320000509161675F	泗阳林中凤凰教育基金会
6499	泛海公益基金会	2013	2176	531000005000219324	泛海公益基金会
6500	泛海公益基金会	2014	2176	531000005000219324	泛海公益基金会
6501	泛海公益基金会	2015	2176	531000005000219324	泛海公益基金会
6502	泰兴市见义勇为基金会	2013	2177	533200005091617478	泰兴市见义勇为基金会
6503	泰兴市见义勇为基金会	2014	2177	533200005091617478	泰兴市见义勇为基金会
6504	泰兴市见义勇为基金会	2015	2177	533200005091617478	泰兴市见义勇为基金会
6505	泰安市教育基金会	2013	2178	53370000MJD675713J	泰安市教育基金会
6506	泰安市教育基金会	2014	2178	53370000MJD675713J	泰安市教育基金会
6507	泰安市教育基金会	2015	2178	53370000MJD675713J	泰安市教育基金会
6508	泰安市社会治安见义勇为奖励基金会	2013	2179	53370000MJD675772M	泰安市社会治安见义勇为奖励基金会
6509	泰安市社会治安见义勇为奖励基金会	2014	2179	53370000MJD675772M	泰安市社会治安见义勇为奖励基金会
6510	泰安市社会治安见义勇为奖励基金会	2015	2179	53370000MJD675772M	泰安市社会治安见义勇为奖励基金会
6511	泰州市单声教育奖学基金会	2013	2180		
6512	泰州市单声教育奖学基金会	2014	2180		
6513	泰州市单声教育奖学基金会	2015	2180		
6514	泰州市残疾人福利基金会	2013	2181	533200005091602425	泰州市残疾人福利基金会
6515	泰州市残疾人福利基金会	2014	2181	533200005091602425	泰州市残疾人福利基金会
6516	泰州市残疾人福利基金会	2015	2181	533200005091602425	泰州市残疾人福利基金会
6517	泰州市见义勇为基金会	2013	2182	53320000509172606A	泰州市见义勇为基金会
6518	泰州市见义勇为基金会	2014	2182	53320000509172606A	泰州市见义勇为基金会
6519	泰州市见义勇为基金会	2015	2182	53320000509172606A	泰州市见义勇为基金会
6520	泰顺县社会组织发展基金会	2013	2183	533303000716478722	泰顺县社会组织发展基金会
6521	泰顺县社会组织发展基金会	2014	2183	533303000716478722	泰顺县社会组织发展基金会
6522	泰顺县社会组织发展基金会	2015	2183	533303000716478722	泰顺县社会组织发展基金会
6523	泰顺县育才教育基金会	2013	2184	533300005018838333	泰顺县育才教育基金会
6524	泰顺县育才教育基金会	2014	2184	533300005018838333	泰顺县育才教育基金会
6525	泰顺县育才教育基金会	2015	2184	533300005018838333	泰顺县育才教育基金会
6526	泰顺县雅阳教育发展基金会	2013	2185	533300005018838258	泰顺县雅阳教育发展基金会
6527	泰顺县雅阳教育发展基金会	2014	2185	533300005018838258	泰顺县雅阳教育发展基金会
6528	泰顺县雅阳教育发展基金会	2015	2185	533300005018838258	泰顺县雅阳教育发展基金会
6529	泸县玉蟾教育基金会	2013	2186	53510000522808074J	泸县玉蟾教育基金会
6530	泸县玉蟾教育基金会	2014	2186	53510000522808074J	泸县玉蟾教育基金会
6531	泸县玉蟾教育基金会	2015	2186	53510000522808074J	泸县玉蟾教育基金会
6532	泸州市关心下一代基金会	2013	2187	53510000076121693Q	泸州市关心下一代基金会
6533	泸州市关心下一代基金会	2014	2187	53510000076121693Q	泸州市关心下一代基金会
6534	泸州市关心下一代基金会	2015	2187	53510000076121693Q	泸州市关心下一代基金会
6535	洛阳市河洛文物保护基金会	2013	2188	53410000052254213M	洛阳市河洛文物保护基金会
6536	洛阳市河洛文物保护基金会	2014	2188	53410000052254213M	洛阳市河洛文物保护基金会
6537	洛阳市河洛文物保护基金会	2015	2188	53410000052254213M	洛阳市河洛文物保护基金会
6538	洞头县社会组织发展基金会	2013	2189	53330300072893434J	洞头县社会组织发展基金会
6539	洞头县社会组织发展基金会	2014	2189	53330300072893434J	洞头县社会组织发展基金会
6540	洞头县社会组织发展基金会	2015	2189	53330300072893434J	洞头县社会组织发展基金会
6541	洪泽县见义勇为基金会	2013	2190	5332000050916119XF	洪泽县见义勇为基金会
6542	洪泽县见义勇为基金会	2014	2190	5332000050916119XF	洪泽县见义勇为基金会
6543	洪泽县见义勇为基金会	2015	2190	5332000050916119XF	洪泽县见义勇为基金会
6544	济仁慈善基金会	2013	2191	53100000717831194K	济仁慈善基金会
6545	济仁慈善基金会	2014	2191	53100000717831194K	济仁慈善基金会
6546	济仁慈善基金会	2015	2191	53100000717831194K	济仁慈善基金会
6547	济南京剧国粹发展基金会	2013	2192	53370100MJD7070177	济南京剧国粹发展基金会
6548	济南京剧国粹发展基金会	2014	2192	53370100MJD7070177	济南京剧国粹发展基金会
6549	济南京剧国粹发展基金会	2015	2192	53370100MJD7070177	济南京剧国粹发展基金会
6550	济南大学教育发展基金会	2013	2193	53370000MJD675123H	济南大学教育发展基金会
6551	济南大学教育发展基金会	2014	2193	53370000MJD675123H	济南大学教育发展基金会
6552	济南大学教育发展基金会	2015	2193	53370000MJD675123H	济南大学教育发展基金会
6553	济南市残疾人福利基金会	2013	2194	53370000MJD676011U	济南市残疾人福利基金会
6554	济南市残疾人福利基金会	2014	2194	53370000MJD676011U	济南市残疾人福利基金会
6555	济南市残疾人福利基金会	2015	2194	53370000MJD676011U	济南市残疾人福利基金会
6556	济南市见义勇为基金会	2013	2195	53370000MJD675406R	济南市见义勇为基金会
6557	济南市见义勇为基金会	2014	2195	53370000MJD675406R	济南市见义勇为基金会
6558	济南市见义勇为基金会	2015	2195	53370000MJD675406R	济南市见义勇为基金会
6559	济宁市见义勇为基金会	2013	2196	53370000MJD6755616	济宁市见义勇为基金会
6560	济宁市见义勇为基金会	2014	2196	53370000MJD6755616	济宁市见义勇为基金会
6561	济宁市见义勇为基金会	2015	2196	53370000MJD6755616	济宁市见义勇为基金会
6562	济源市宝之源慈善基金会	2013	2197	534100005897152000	济源市宝之源慈善基金会
6563	济源市宝之源慈善基金会	2014	2197	534100005897152000	济源市宝之源慈善基金会
6564	济源市宝之源慈善基金会	2015	2197	534100005897152000	济源市宝之源慈善基金会
6565	济源梧桐教育助学基金会	2013	2198		
6566	浙江一开慈善基金会	2013	2199	533300005018788581	浙江一开慈善基金会
6567	浙江一开慈善基金会	2014	2199	533300005018788581	浙江一开慈善基金会
6568	浙江一开慈善基金会	2015	2199	533300005018788581	浙江一开慈善基金会
6569	浙江东湖教育基金会	2013	2200	53330000501884043X	浙江东湖教育基金会
6570	浙江东湖教育基金会	2014	2200	53330000501884043X	浙江东湖教育基金会
6571	浙江东湖教育基金会	2015	2200	53330000501884043X	浙江东湖教育基金会
6572	浙江中信金通教育基金会	2013	2201	5333000050188377X2	浙江中信金通教育基金会
6573	浙江中信金通教育基金会	2014	2201	5333000050188377X2	浙江中信金通教育基金会
6574	浙江中信金通教育基金会	2015	2201	5333000050188377X2	浙江中信金通教育基金会
6575	浙江中医药大学教育基金会	2013	2202	53330000A93376674P	浙江中医药大学教育基金会
6576	浙江中医药大学教育基金会	2014	2202	53330000A93376674P	浙江中医药大学教育基金会
6577	浙江中医药大学教育基金会	2015	2202	53330000A93376674P	浙江中医药大学教育基金会
6578	浙江中国美术学院夏朋（姚馥）奖学金基金会	2013	2203		
6579	浙江中国美术学院夏朋（姚馥）奖学金基金会	2014	2203		
6580	浙江中国美术学院夏朋（姚馥）奖学金基金会	2015	2203		
6581	浙江传媒学院教育基金会	2013	2204	53330000A9337656XE	浙江传媒学院教育基金会
6582	浙江传媒学院教育基金会	2014	2204	53330000A9337656XE	浙江传媒学院教育基金会
6583	浙江传媒学院教育基金会	2015	2204	53330000A9337656XE	浙江传媒学院教育基金会
6584	浙江健怡慈善基金会	2013	2205	53330000A9337621X8	浙江健怡慈善基金会
6585	浙江健怡慈善基金会	2014	2205	53330000A9337621X8	浙江健怡慈善基金会
6586	浙江健怡慈善基金会	2015	2205	53330000A9337621X8	浙江健怡慈善基金会
6587	浙江光盐爱心基金会	2013	2206	533300005018842703	浙江光盐爱心基金会
6588	浙江光盐爱心基金会	2014	2206	533300005018842703	浙江光盐爱心基金会
6589	浙江光盐爱心基金会	2015	2206	533300005018842703	浙江光盐爱心基金会
6590	浙江全山石艺术基金会	2013	2207	53330000A9337613XL	浙江全山石艺术基金会
6591	浙江全山石艺术基金会	2014	2207	53330000A9337613XL	浙江全山石艺术基金会
6592	浙江全山石艺术基金会	2015	2207	53330000A9337613XL	浙江全山石艺术基金会
6593	浙江农林大学教育基金会	2013	2208	53330000501884254D	浙江农林大学教育基金会
6594	浙江农林大学教育基金会	2014	2208	53330000501884254D	浙江农林大学教育基金会
6595	浙江农林大学教育基金会	2015	2208	53330000501884254D	浙江农林大学教育基金会
6596	浙江千手慈善基金会	2013	2209	533300005018835420	浙江千手慈善基金会
6597	浙江千手慈善基金会	2014	2209	533300005018835420	浙江千手慈善基金会
6598	浙江千手慈善基金会	2015	2209	533300005018835420	浙江千手慈善基金会
6599	浙江千训爱心慈善基金会	2013	2210	53330000A93376148L	浙江千训爱心慈善基金会
6600	浙江千训爱心慈善基金会	2014	2210	53330000A93376148L	浙江千训爱心慈善基金会
6601	浙江千训爱心慈善基金会	2015	2210	53330000A93376148L	浙江千训爱心慈善基金会
6602	浙江华坤教育基金会	2013	2211	533300007864096243	浙江华坤教育基金会
6603	浙江华坤教育基金会	2014	2211	533300007864096243	浙江华坤教育基金会
6604	浙江华坤教育基金会	2015	2211	533300007864096243	浙江华坤教育基金会
6605	浙江华汇建设美好生活基金会	2013	2212	5333000050188430XB	浙江华汇建设美好生活基金会
6606	浙江华汇建设美好生活基金会	2014	2212	5333000050188430XB	浙江华汇建设美好生活基金会
6607	浙江华汇建设美好生活基金会	2015	2212	5333000050188430XB	浙江华汇建设美好生活基金会
6608	浙江华策影视育才教育基金会	2013	2213	53330000A9337672XM	浙江华策影视育才教育基金会
6609	浙江华策影视育才教育基金会	2014	2213	53330000A9337672XM	浙江华策影视育才教育基金会
6610	浙江华策影视育才教育基金会	2015	2213	53330000A9337672XM	浙江华策影视育才教育基金会
6611	浙江吃亏是福慈善基金会	2013	2214	53330000A93376199W	浙江吃亏是福慈善基金会
6612	浙江吃亏是福慈善基金会	2014	2214	53330000A93376199W	浙江吃亏是福慈善基金会
6613	浙江吃亏是福慈善基金会	2015	2214	53330000A93376199W	浙江吃亏是福慈善基金会
6614	浙江同一慈善基金会	2013	2215	53330000A93376201G	浙江同一慈善基金会
6615	浙江同一慈善基金会	2014	2215	53330000A93376201G	浙江同一慈善基金会
6616	浙江同一慈善基金会	2015	2215	53330000A93376201G	浙江同一慈善基金会
6617	浙江嘉兴南湖国际教育基金会	2013	2216	53330000A93376367Y	浙江嘉兴南湖国际教育基金会
6618	浙江嘉兴南湖国际教育基金会	2014	2216	53330000A93376367Y	浙江嘉兴南湖国际教育基金会
6619	浙江嘉兴南湖国际教育基金会	2015	2216	53330000A93376367Y	浙江嘉兴南湖国际教育基金会
6620	浙江圣奥慈善基金会	2013	2217	533300005018845023	浙江圣奥慈善基金会
6621	浙江圣奥慈善基金会	2014	2217	533300005018845023	浙江圣奥慈善基金会
6622	浙江圣奥慈善基金会	2015	2217	533300005018845023	浙江圣奥慈善基金会
6623	浙江圣爱慈善基金会	2013	2218	53330000501884019D	浙江圣爱慈善基金会
6624	浙江圣爱慈善基金会	2014	2218	53330000501884019D	浙江圣爱慈善基金会
6625	浙江圣爱慈善基金会	2015	2218	53330000501884019D	浙江圣爱慈善基金会
6626	浙江大学宁波理工学院教育发展基金会	2013	2219	53330000501884297T	浙江大学宁波理工学院教育发展基金会
6627	浙江大学宁波理工学院教育发展基金会	2014	2219	53330000501884297T	浙江大学宁波理工学院教育发展基金会
6628	浙江大学宁波理工学院教育发展基金会	2015	2219	53330000501884297T	浙江大学宁波理工学院教育发展基金会
6629	浙江大学教育基金会	2013	2220	53100000500020171G	浙江大学教育基金会
6630	浙江大学教育基金会	2014	2220	53100000500020171G	浙江大学教育基金会
6631	浙江大学教育基金会	2015	2220	53100000500020171G	浙江大学教育基金会
6632	浙江孤山慈善基金会	2013	2221	53330000501884115N	浙江孤山慈善基金会
6633	浙江孤山慈善基金会	2014	2221	53330000501884115N	浙江孤山慈善基金会
6634	浙江孤山慈善基金会	2015	2221	53330000501884115N	浙江孤山慈善基金会
6635	浙江安正慈善基金会	2013	2222	53330000501884510X	浙江安正慈善基金会
6636	浙江安正慈善基金会	2014	2222	53330000501884510X	浙江安正慈善基金会
6637	浙江安正慈善基金会	2015	2222	53330000501884510X	浙江安正慈善基金会
6638	浙江宏达教育基金会	2013	2223	53330000A933765276	浙江宏达教育基金会
6639	浙江宏达教育基金会	2014	2223	53330000A933765276	浙江宏达教育基金会
6640	浙江宏达教育基金会	2015	2223	53330000A933765276	浙江宏达教育基金会
6641	浙江宜尔阳光教育基金会	2013	2224	53330000669197159U	浙江宜尔阳光教育基金会
6642	浙江宜尔阳光教育基金会	2014	2224	53330000669197159U	浙江宜尔阳光教育基金会
6643	浙江宜尔阳光教育基金会	2015	2224	53330000669197159U	浙江宜尔阳光教育基金会
6644	浙江家禾慈善基金会	2013	2225	53330000A93376308U	浙江家禾慈善基金会
6645	浙江家禾慈善基金会	2014	2225	53330000A93376308U	浙江家禾慈善基金会
6646	浙江家禾慈善基金会	2015	2225	53330000A93376308U	浙江家禾慈善基金会
6647	浙江富中教育集团教育发展基金会	2013	2226	53330000A93376447J	浙江富中教育集团教育发展基金会
6648	浙江富中教育集团教育发展基金会	2014	2226	53330000A93376447J	浙江富中教育集团教育发展基金会
6649	浙江富中教育集团教育发展基金会	2015	2226	53330000A93376447J	浙江富中教育集团教育发展基金会
6650	浙江富通感恩慈善基金会	2013	2227	53330000A93376439P	浙江富通感恩慈善基金会
6651	浙江富通感恩慈善基金会	2014	2227	53330000A93376439P	浙江富通感恩慈善基金会
6652	浙江富通感恩慈善基金会	2015	2227	53330000A93376439P	浙江富通感恩慈善基金会
6653	浙江小百花越剧基金会	2013	2228	53330000501872878P	浙江小百花越剧基金会
6654	浙江小百花越剧基金会	2014	2228	53330000501872878P	浙江小百花越剧基金会
6655	浙江小百花越剧基金会	2015	2228	53330000501872878P	浙江小百花越剧基金会
6656	浙江工业大学教育基金会	2013	2229	53330000A933764713	浙江工业大学教育基金会
6657	浙江工业大学教育基金会	2014	2229	53330000A933764713	浙江工业大学教育基金会
6658	浙江工业大学教育基金会	2015	2229	53330000A933764713	浙江工业大学教育基金会
6659	浙江工商大学教育基金会	2013	2230	53330000A933766582	浙江工商大学教育基金会
6660	浙江工商大学教育基金会	2014	2230	53330000A933766582	浙江工商大学教育基金会
6661	浙江工商大学教育基金会	2015	2230	53330000A933766582	浙江工商大学教育基金会
6662	浙江师范大学教育基金会	2013	2231	53330000A93376578E	浙江师范大学教育基金会
6663	浙江师范大学教育基金会	2014	2231	53330000A93376578E	浙江师范大学教育基金会
6664	浙江师范大学教育基金会	2015	2231	53330000A93376578E	浙江师范大学教育基金会
6665	浙江广天日月鲍林春建设科技基金会	2013	2232	533300005018836576	浙江广天日月鲍林春建设科技基金会
6666	浙江广天日月鲍林春建设科技基金会	2014	2232	533300005018836576	浙江广天日月鲍林春建设科技基金会
6667	浙江广天日月鲍林春建设科技基金会	2015	2232	533300005018836576	浙江广天日月鲍林春建设科技基金会
6668	浙江慈溪兴业夕阳红基金会	2013	2233	53330000782906017P	浙江慈溪兴业夕阳红基金会
6669	浙江慈溪兴业夕阳红基金会	2014	2233	53330000782906017P	浙江慈溪兴业夕阳红基金会
6670	浙江慈溪兴业夕阳红基金会	2015	2233	53330000782906017P	浙江慈溪兴业夕阳红基金会
6671	浙江敦和慈善基金会	2013	2234	53330000A93376164A	浙江敦和慈善基金会
6672	浙江敦和慈善基金会	2014	2234	53330000A93376164A	浙江敦和慈善基金会
6673	浙江敦和慈善基金会	2015	2234	53330000A93376164A	浙江敦和慈善基金会
6674	浙江文昕关爱老人基金会	2013	2235	53330000A93376666W	浙江文昕关爱老人基金会
6675	浙江文昕关爱老人基金会	2014	2235	53330000A93376666W	浙江文昕关爱老人基金会
6676	浙江文昕关爱老人基金会	2015	2235	53330000A93376666W	浙江文昕关爱老人基金会
6677	浙江文达教育基金会	2013	2236	53330000A933763594	浙江文达教育基金会
6678	浙江文达教育基金会	2014	2236	53330000A933763594	浙江文达教育基金会
6679	浙江文达教育基金会	2015	2236	53330000A933763594	浙江文达教育基金会
6680	浙江树人大学暨王宽诚教育基金会	2013	2237	53330000501872456Q	浙江树人大学暨王宽诚教育基金会
6681	浙江树人大学暨王宽诚教育基金会	2014	2237	53330000501872456Q	浙江树人大学暨王宽诚教育基金会
6682	浙江树人大学暨王宽诚教育基金会	2015	2237	53330000501872456Q	浙江树人大学暨王宽诚教育基金会
6683	浙江横店文荣慈善基金会	2013	2238	5333000050188369XE	浙江横店文荣慈善基金会
6684	浙江横店文荣慈善基金会	2014	2238	5333000050188369XE	浙江横店文荣慈善基金会
6685	浙江横店文荣慈善基金会	2015	2238	5333000050188369XE	浙江横店文荣慈善基金会
