机构ID	机构名称	报表时间	接受捐赠收到的现金	收取会员费收到的现金	提供服务收到的现金	销售商品收到的现金	政府补贴收到的现金	收到的与其他业务活动有关的现金	业务活动现金流入小计	提供捐赠或者资助支付的现金	支付给员工以及为员工支付的现金	购买商品接受服务支付的现金	支付的其他与业务活动有关的现金	业务活动现金流出小计	业务活动产生的现金净流量	收回投资所收到的现金	取得投资收益所收到的现金	处置固定资产和无形资产所收回的现金	收到的其他与投资有关的现金	投资活动现金流入小计	购建固定资产和无形资产所支付的现金	对外投资所支付的现金	支付的其他与投资活动有关的现金	投资活动现金流出小计	投资活动产生的现金流量净额	借款所收到的现金	收到的其他与筹资活动有关的现金	筹资活动现金流入小计	偿还借款所支付的现金	偿还利息所支付的现金	支付的其他与筹资活动有关的现金	筹资活动现金流出小计	筹措活动产生的现金流量净额	汇率变动对现金的影响	现金及现金等价物净增加额
ricf_oid	ba_cn	fp_dt	cf_doc	cf_soc	cf_srvc	cf_proc	cf_govc	cf_otca	cf_atci	cf_dopc	cf_stpc	cf_psc	cf_otpc	cf_atco	cf_anc	cf_inc	cf_inrc	cf_assc	cf_oc	cf_itci	cf_aspc	cf_inpc	cf_oinc	cf_tinc	cf_intc	cf_leca	cf_tfc	cf_tfic	cf_bopc	cf_inpc	cf_ofc	cf_tfoc	cf_nfl	cf_exch	cf_ninc
1201	安徽工业大学教育发展基金会	2013	88080600	0	0	0	0	89014.28	88169614.28 	3431175.90 	0	0	1850.00 	3433025.90 	84736588.38 	0.00 	0.00 	0	0	0.00 	0.00 	21059782.52 	0.00 	21059782.52 	-21059782.52 	20000000	0	20000000	20000000	639333.33	60000000.00 	80639333.33 	-60639333.33 	0	0
1202	安徽师范大学教育基金会	2013	2361420	0	0	0	0	172308.6	2533728.60 	1501000.00 	0	0	1046907.12 	2547907.12 	-14178.52 	0.00 	0.00 	0	0	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0.00 	0.00 	0.00 	0	0
1203	安徽张治中文化教育基金会	2013	750000	0	0	0	0	0	750000.00 	241515.10 	50135.8	0	2079048.63 	2370699.53 	-1620699.53 	0.00 	0.00 	0	0	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0.00 	0.00 	0.00 	0	0
1204	安徽桐城农商银行公益基金会	2013	10600000	0	0	0	0	0	10600000.00 	808000.00 	0	0	3009.30 	811009.30 	9788990.70 	0.00 	342000.00 	0	0	342000.00 	0.00 	10000000.00 	0.00 	10000000.00 	-9658000.00 	0	7901.84	7901.84	0	0	0.00 	0.00 	7901.84 	0	0
1205	安徽梦都慈善基金会	2013	0	0	0	0	0	4216638.83	4216638.83 	200000.00 	0	0	4178108.83 	4378108.83 	-161470.00 	0.00 	0.00 	0	0	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	105.53 	105.53 	-105.53 	0	0
1206	安徽泗县慈善基金会	2013	2298390	50000	0	0	3100000	3771	5452161.00 	500000.00 	30300	0	8313.00 	538613.00 	4913548.00 	0.00 	0.00 	0	0	0.00 	0.00 	0.00 	3500000.00 	3500000.00 	-3500000.00 	0	0	0	0	0	0.00 	0.00 	0.00 	0	0
1207	安徽省中宜教育基金会	2013	76000	0	0	0	0	0	76000.00 	76000.00 	0	0	3493.56 	79493.56 	-3493.56 	0.00 	0.00 	0	0	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0.00 	0.00 	0.00 	0	0
1208	安徽省中小学幼儿教师奖励基金会	2013	1300500	0	0	0	0	26323.63	1326823.63 	521449.50 	36200	0	15480.00 	573129.50 	753694.13 	0.00 	481392.85 	0	0	481392.85 	0.00 	8000000.00 	0.00 	8000000.00 	-7518607.15 	0	0	0	0	0	0.00 	0.00 	0.00 	0	0
1209	安徽省人口基金会	2013	88650000	0	0	0	1000000	230682.38	89880682.38 	61226843.00 	304334.48	315466.7	323656.61 	62170300.79 	27710381.59 	445000000.00 	3854085.83 	0	0	448854085.83 	5820.00 	466100000.00 	0.00 	466105820.00 	-17251734.17 	0	0	0	0	0	0.00 	0.00 	0.00 	0	0
1210	安徽省仁众教育基金会	2013	2442119	0	0	0	0	2170.24	2444289.24 	2238503.50 	49800	0	23486.00 	2311789.50 	132499.74 	1000000.00 	192008.22 	0	0	1192008.22 	0.00 	1800000.00 	0.00 	1800000.00 	-607991.78 	0	0	0	0	0	0.00 	0.00 	0.00 	0	0
1211	安徽省体育事业发展基金会	2013	1042421	0	0	0	0	0	1042421.00 	555677.00 	0	35425.3	10000.00 	601102.30 	441318.70 	0.00 	0.00 	0	0	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	13753.01	0	13753.01	0	0	230.00 	230.00 	13523.01 	0	0
1212	安徽省儿童少年基金会	2013	3246061.6	0	0	0	200000	13238.69	3459300.29 	2893865.78 	63416.54	0	44086.80 	3001369.12 	457931.17 	3000000.00 	113406.59 	0	0	3113406.59 	0.00 	600000.00 	0.00 	600000.00 	2513406.59 	0	0	0	0	0	0.00 	0.00 	0.00 	0	0
1213	安徽省刘少雄博爱基金会	2013	95700	0	0	0	0	270043.63	365743.63 	68030.00 	0	0	220419.80 	288449.80 	77293.83 	0.00 	0.00 	0	0	0.00 	1039000.00 	0.00 	0.00 	1039000.00 	-1039000.00 	0	0	0	0	0	0.00 	0.00 	0.00 	0	0
1214	安徽省古籍整理出版基金会	2013	50000	0	0	0	0	102000	152000.00 	69900.00 	17800	0	251111.79 	338811.79 	-186811.79 	3000000.00 	325593.00 	0	0	3325593.00 	0.00 	3100000.00 	0.00 	3100000.00 	225593.00 	0	0	0	0	0	0.00 	0.00 	0.00 	0	0
1216	安徽省国际文化艺术发展基金会	2013	170000	0	0	0	0	0	170000.00 	170000.00 	112043.11	21821.52	0.00 	303864.63 	-133864.63 	0.00 	0.00 	0	0	0.00 	6150.00 	0.00 	93465.37 	99615.37 	-99615.37 	0	1147.69	1147.69	0	0	399.50 	399.50 	748.19 	0	0
1217	安徽省安庆一中教育发展基金会	2013	314000	0	0	0	0	7335.02	321335.02 	831067.39 	0	0	5671.30 	836738.69 	-515403.67 	0.00 	0.00 	0	0	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0.00 	0.00 	0.00 	0	0
1222	安徽省文化艺术基金会	2013	0	0	0	0	0	45520.55	45520.55 	200000.00 	91100.49	0	3023689.50 	3314789.99 	-3269269.44 	0.00 	0.00 	0	0	0.00 	0.00 	1000000.00 	0.00 	1000000.00 	-1000000.00 	4000000	0	4000000	0	0	0.00 	0.00 	4000000.00 	0	0
1223	安徽省李恩三教育发展基金会	2013	681250	0	0	0	0	6523.39	687773.39 	655908.50 	0	0	3757.80 	659666.30 	28107.09 	0.00 	0.00 	0	0	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0.00 	0.00 	0.00 	0	0
1224	安徽省残疾人福利基金会	2013	50000	0	0	0	627500	106465.23	783965.23 	1912519.00 	91000	53956.88	26634.18 	2084110.06 	-1300144.83 	0.00 	1677100.00 	0	0	1677100.00 	0.00 	1000000.00 	300000.00 	1300000.00 	377100.00 	0	0	0	0	0	32805.50 	32805.50 	-32805.50 	0	0
1225	安徽省浮山中学教育发展基金会	2013	2300000	0	0	0	0	4716.73	2304716.73 	0.00 	0	0	0.00 	0.00 	2304716.73 	8089.00 	0.00 	0	53979.7	62068.70 	0.00 	0.00 	0.00 	0.00 	62068.70 	0	0	0	0	0	0.00 	0.00 	0.00 	0	0
1226	安徽省烟花爆竹行业规范发展奖励基金会	2013	2000000	0	0	0	0	0	2000000.00 	0.00 	0	0	650.00 	650.00 	1999350.00 	0.00 	0.00 	0	0	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	600000	2826.16	602826.16	600000	0	1990040.00 	2590040.00 	-1987213.84 	0	0
1227	安徽省爱心联盟慈善基金会	2013	571591.01	0	0	0	0	8137.16	579728.17 	469671.00 	49200	0	2167.20 	521038.20 	58689.97 	0.00 	0.00 	0	0	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0.00 	0.00 	0.00 	0	0
1228	安徽省相淮公益基金会	2013	0	0	0	0	0	261330.66	261330.66 	168000.00 	0	0	360.80 	168360.80 	92969.86 	0.00 	0.00 	0	0	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0.00 	0.00 	0.00 	0	0
1229	安徽省红十字基金会	2013	1405200	0	0	0	0	307845.9	1713045.90 	1229674.00 	49549.56	39	4077270.72 	5356533.28 	-3643487.38 	0.00 	306031.11 	0	0	306031.11 	0.00 	0.00 	0.00 	0.00 	306031.11 	0	0	0	0	0	0.00 	0.00 	0.00 	0	0
1230	安徽省老年基金会	2013	1956020	0	0	0	0	151436.53	2107456.53 	736229.00 	52780	11187.2	23885.90 	824082.10 	1283374.43 	3300000.00 	486193.61 	0	0	3786193.61 	65.00 	4900000.00 	633.70 	4900698.70 	-1114505.09 	0	0	0	0	0	0.00 	0.00 	0.00 	0	0
1232	安徽省见义勇为基金会	2013	1010000	0	0	0	0	4801.51	1014801.51 	712494.60 	91933.74	10406.6	0.00 	814834.94 	199966.57 	0.00 	911200.59 	0	0	911200.59 	0.00 	10000000.00 	0.00 	10000000.00 	-9088799.41 	0	0	0	0	0	0.00 	0.00 	0.00 	0	0
1234	安徽省金汇发展教育基金会	2013	0	0	0	0	0	144734.64	144734.64 	902000.00 	80900	54507.24	26805.70 	1064212.94 	-919478.30 	19000000.00 	1660371.12 	0	0	20660371.12 	0.00 	16000000.00 	0.00 	16000000.00 	4660371.12 	0	0	0	0	0	0.00 	0.00 	0.00 	0	0
1235	安徽省阳光爱心慈善基金会	2013	58318	0	0	0	0	550.12	58868.12 	147912.50 	0	6321.6	37.50 	154271.60 	-95403.48 	300000.00 	40255.00 	0	0	340255.00 	0.00 	200000.00 	0.00 	200000.00 	140255.00 	0	0	0	0	0	0.00 	0.00 	0.00 	0	0
1236	安徽省陶行知慈善助学基金会	2013	656896	0	0	0	0	1183481.24	1840377.24 	442600.00 	0	0	1553378.10 	1995978.10 	-155600.86 	0.00 	0.00 	0	0	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0.00 	0.00 	0.00 	0	0
1237	安徽省青少年发展基金会	2013	29527411.45	0	0	0	200000	2501573.65	32228985.10 	24340192.41 	983372.25	0	1320404.57 	26643969.23 	5585015.87 	15500000.00 	506531.26 	0	0	16006531.26 	7518.00 	32000000.00 	0.00 	32007518.00 	-16000986.74 	0	0	0	0	0	0.00 	0.00 	0.00 	0	0
1238	安徽省青年创业就业基金会	2013	0	1936006.5	0	0	2100000	114807.47	4150813.97 	7372806.50 	247444.98	1493647.1	234920.20 	9348818.78 	-5198004.81 	6200000.00 	1350000.00 	0	0	7550000.00 	0.00 	0.00 	0.00 	0.00 	7550000.00 	0	0	0	0	0	0.00 	0.00 	0.00 	0	0
1239	安徽省黄梅戏艺术发展基金会	2013	420000	0	0	0	450000	336725.38	1206725.38 	0.00 	48954	2446	905768.26 	957168.26 	249557.12 	4105305.56 	0.00 	0	0	4105305.56 	0.00 	0.00 	0.00 	0.00 	4105305.56 	0	0	0	0	0	0.00 	0.00 	0.00 	0	0
1240	安徽道德建设基金会	2013	5239569.5	0	0	0	2000000	15839.62	7255409.12 	10000.00 	0	0	38818.20 	48818.20 	7206590.92 	0.00 	0.00 	0	0	0.00 	3679.00 	0.00 	0.00 	3679.00 	-3679.00 	0	0	0	0	0	0.00 	0.00 	0.00 	0	0
1241	安徽金牛公益基金会	2013	0	0	0	0	0	2184.22	2184.22 	0.00 	0	1441.9	0.00 	1441.90 	742.32 	0.00 	0.00 	0	0	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0.00 	0.00 	0.00 	0	0
1242	安徽韩再芬黄梅艺术基金会	2013	453421.65	0	0	0	0	5005551.99	5458973.64 	767560.30 	238710.88	0	5104872.12 	6111143.30 	-652169.66 	0.00 	0.00 	0	2400000	2400000.00 	0.00 	0.00 	0.00 	0.00 	2400000.00 	0	0	0	0	0	146340.00 	146340.00 	-146340.00 	0	0
1243	安徽黄山公益基金会	2013	0	0	0	0	0	2201872.51	2201872.51 	200000.00 	0	0	1702340.00 	1902340.00 	299532.51 	0.00 	0.00 	0	0	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0.00 	0.00 	0.00 	0	0
1244	安溪县刘鸿基教育基金会	2013	0	0	0	0	99000	390856.89	489856.89 	342000.00 	900	5024.5	0.00 	347924.50 	141932.39 	0.00 	0.00 	0	0	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0.00 	0.00 	0.00 	0	0
1245	安阳市教育基金会	2013	525222.5	0	0	0	500000	406606.97	1431829.47 	576446.00 	0	0	29716.10 	606162.10 	825667.37 	0.00 	0.00 	0	0	0.00 	0.00 	0.00 	14810.00 	14810.00 	-14810.00 	0	0	0	0	0	0.00 	0.00 	0.00 	0	0
1250	宜兴振球慈善基金会	2013	250000	0	0	0	0	7686.29	257686.29 	534000.00 	0	0	3720.30 	537720.30 	-280034.01 	0.00 	180000.00 	0	0	180000.00 	0.00 	0.00 	0.00 	0.00 	180000.00 	0	0	0	0	0	0.00 	0.00 	0.00 	0	0
1251	宜宾市关心下一代基金会	2013	0	0	0	0	0	0	0.00 	0.00 	0	0	0.00 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0.00 	0.00 	0.00 	0	0
1252	宜昌市西陵微爱教育基金会	2013	0	0	0	0	0	1711.24	1711.24 	0.00 	0	3014	0.00 	3014.00 	-1302.76 	0.00 	0.00 	0	0	0.00 	0.00 	0.00 	1000000.00 	1000000.00 	-1000000.00 	0	0	0	0	0	0.00 	0.00 	0.00 	0	0
1253	宝应县见义勇为基金会	2013	0	0	0	0	0	0	0.00 	49850.00 	0	0	275093.60 	324943.60 	-324943.60 	148000.00 	0.00 	0	0	148000.00 	0.00 	0.00 	0.00 	0.00 	148000.00 	0	0	0	0	0	0.00 	0.00 	0.00 	0	0
1255	宝鸡市残疾人福利基金会	2013	1705006.1	0	0	0	380000	122801.49	2207807.59 	2115350.00 	81027	0	59139.76 	2255516.76 	-47709.17 	6500000.00 	652688.00 	0	0	7152688.00 	147720.00 	0.00 	0.00 	147720.00 	7004968.00 	0	0	0	0	0	32314.00 	32314.00 	-32314.00 	0	0
1256	实事助学基金会	2013	3980000	0	0	0	0	8392.25	3988392.25 	994900.00 	55775	0	52912.45 	1103587.45 	2884804.80 	87200000.00 	605009.31 	0	0	87805009.31 	0.00 	92200000.00 	0.00 	92200000.00 	-4394990.69 	0	20000000	20000000	0	0	0.00 	0.00 	20000000.00 	0	0
1257	宣城市见义勇为基金会	2013	214249.27	0	0	0	0	0	214249.27 	86000.00 	0	0	4500.00 	90500.00 	123749.27 	0.00 	0.00 	0	0	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0.00 	0.00 	0.00 	0	0
1258	宿州市见义勇为基金会	2013	0	0	0	0	0	0	0.00 	0.00 	0	0	0.00 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0.00 	0.00 	0.00 	0	0
1259	宿迁公安大病特困救助基金会	2013	0	626850	0	0	988400	7497.96	1622747.96 	1068622.77 	0	0	787443.00 	1856065.77 	-233317.81 	0.00 	0.00 	0	0	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0.00 	0.00 	0.00 	0	0
1260	宿迁学院教育发展基金会	2013	850600	0	0	0	0	0	850600.00 	13610000.00 	0	0	-184992.37 	13425007.63 	-12574407.63 	0.00 	0.00 	0	0	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0.00 	0.00 	0.00 	0	0
1261	宿迁市宿豫区京东特困救助基金会	2013	2200000	0	0	0	2000000	3768.41	4203768.41 	4685962.00 	0	0	394.00 	4686356.00 	-482587.59 	0.00 	0.00 	0	0	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0.00 	0.00 	0.00 	0	0
1262	宿迁市扶贫基金会	2013	0	0	0	0	0	854119.84	854119.84 	70000.00 	0	0	7844.50 	77844.50 	776275.34 	0.00 	0.00 	0	0	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0.00 	0.00 	0.00 	0	0
1263	宿迁市见义勇为基金会	2013	0	0	0	0	868000	39379.06	907379.06 	725400.00 	50100	0	29743.43 	805243.43 	102135.63 	0.00 	0.00 	0	0	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0.00 	0.00 	0.00 	0	0
1264	富源县雄达教育基金会	2013	0	0	0	0	0	0	0.00 	0.00 	0	0	0.00 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0.00 	0.00 	0.00 	0	0
1265	富阳市人民教育基金会	2013	14674422.4	0	0	0	0	424451.26	15098873.66 	8412374.21 	0	0	52688.00 	8465062.21 	6633811.45 	3200000.00 	4408000.00 	0	408600	8016600.00 	2650.00 	3040000.00 	3000000.00 	6042650.00 	1973950.00 	0	0	0	0	0	1057.00 	1057.00 	-1057.00 	0	0
1266	富阳市见义勇为基金会	2013	3000	0	0	0	0	16197.7	19197.70 	230039.00 	9636	0	55195.20 	294870.20 	-275672.50 	0.00 	0.00 	0	0	0.00 	26384.00 	0.00 	0.00 	26384.00 	-26384.00 	0	0	0	0	0	0.00 	0.00 	0.00 	0	0
1267	富顺县育才教育基金会	2013	1000	0	9840	0	200000	256039.43	466879.43 	2761798.00 	4220	0	42516.38 	322914.38 	143965.05 	0.00 	10000.00 	0	0	10000.00 	0.00 	0.00 	0.00 	0.00 	10000.00 	0	62000	62000	0	0	407000.00 	407000.00 	-345000.00 	0	0
1268	寿宁县健民卫生事业发展基金会	2013	675000	0	0	0	0	1043738.37	1718738.37 	670005.15 	0	72754.12	0.00 	742759.27 	975979.10 	0.00 	0.00 	0	0	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0.00 	0.00 	0.00 	0	0
1269	寿宁县教育发展基金会	2013	3305000	0	0	0	0	3267203.3	6572203.30 	1965000.00 	0	151954	3000000.00 	5116954.00 	1455249.30 	0.00 	0.00 	0	0	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0.00 	0.00 	0.00 	0	0
1271	射阳县见义勇为基金会	2013	30000	0	0	0	0	0	30000.00 	0.00 	0	0	49088.00 	49088.00 	-19088.00 	0.00 	0.00 	0	0	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0.00 	0.00 	0.00 	0	0
1272	屏南县育才教育发展基金会	2013	1034800	0	0	0	600000	20756.08	1655556.08 	519800.00 	0	0	24739.03 	544539.03 	1111017.05 	0.00 	0.00 	0	0	0.00 	10600.00 	0.00 	0.00 	10600.00 	-10600.00 	0	0	0	0	0	2014.50 	2014.50 	-2014.50 	0	0
1274	山东农业大学教育发展基金会	2013	4299100	0	0	0	0	7436.17	4306536.17 	1389460.50 	0	0	6436.80 	1395897.30 	2910638.87 	0.00 	0.00 	0	0	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0.00 	0.00 	0.00 	0	0
1275	山东商业职业技术学院助学基金会	2013	162200	0	0	0	0	301238.88	463438.88 	175500.00 	0	0	2003292.23 	2178792.23 	-1715353.35 	0.00 	0.00 	0	0	0.00 	8958.00 	0.00 	0.00 	8958.00 	-8958.00 	0	0	0	0	0	0.00 	0.00 	0.00 	0	0
1276	山东墨子基金会	2013	1000000	0	0	0	0	177.79	1000177.79 	0.00 	15760	1097406	0.00 	1113166.00 	-112988.21 	0.00 	0.00 	0	0	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	100000	0	100000	1000	0	0.00 	1000.00 	99000.00 	0	0
1277	山东外事翻译职业学院教育基金会	2013	0	0	0	0	0	0	0.00 	0.00 	0	0	0.00 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0.00 	0.00 	0.00 	0	0
1278	山东大学教育基金会	2013	23151663.02	0	0	0	0	1761003.65	24912666.67 	16748729.62 	0	20657.1	0.00 	16769386.72 	8143279.95 	113743414.58 	1740241.74 	0	0	115483656.32 	0.00 	120438000.00 	0.00 	120438000.00 	-4954343.68 	0	0	0	0	0	27139.04 	27139.04 	-27139.04 	0	0
1279	山东工商学院教育发展基金会	2013	100000	0	0	0	0	0	100000.00 	100000.00 	0	0	0.00 	100000.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0.00 	480.00 	480.00 	-480.00 	0	7161.3	7161.3	0	0	0.00 	0.00 	7161.30 	0	0
1280	山东泛海公益基金会	2013	0	0	0	0	0	0	0.00 	0.00 	0	0	0.00 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0.00 	0.00 	0.00 	0	0
1281	山东环境保护基金会	2013	497851	0	0	0	0	253468.55	751319.55 	2294714.20 	41909.95	0	111406.60 	2448030.75 	-1696711.20 	0.00 	0.00 	0	0	0.00 	9199.00 	0.00 	0.00 	9199.00 	-9199.00 	0	0	0	0	0	0.00 	0.00 	0.00 	0	0
1282	山东理工大学教育发展基金会	2013	2045423.23	0	0	0	0	110000	2155423.23 	1350030.00 	0	0	50000.00 	1400030.00 	755393.23 	0.00 	0.00 	0	0	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0	2269.14	2269.14	0	0	166.43 	166.43 	2102.71 	0	0
1283	山东省中国海洋大学教育基金会	2013	4964414.5	0	0	0	0	30389.59	4994804.09 	4555990.60 	0	0	1767.00 	4557757.60 	437046.49 	19700000.00 	348049.88 	0	0	20048049.88 	0.00 	10000000.00 	0.00 	10000000.00 	10048049.88 	0	0	0	0	0	0.00 	0.00 	0.00 	0	0
1284	山东省乐安慈孝公益基金会	2013	1180400	0	0	0	0	1773.29	1182173.29 	84684.00 	0	0	7379.80 	92063.80 	1090109.49 	0.00 	0.00 	0	0	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0	15310440	15310440	0	0	0.00 	0.00 	15310440.00 	0	0
1285	山东省人口关爱基金会	2013	26432793.8	0	0	0	0	172411.72	26605205.52 	24447700.00 	0	0	0.00 	24447700.00 	2157505.52 	0.00 	0.00 	0	0	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0.00 	0.00 	0.00 	0	0
1286	山东省企联企业管理科学基金会	2013	0	0	0	0	0	0	0.00 	0.00 	0	0	0.00 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0.00 	0.00 	0.00 	0	0
1288	山东省儿童少年福利基金会	2013	972420.44	0	0	0	0	1790.23	974210.67 	456777.00 	0	0	3808.27 	460585.27 	513625.40 	0.00 	0.00 	0	0	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0.00 	0.00 	0.00 	0	0
1289	山东省公安民警优抚基金会	2013	7457000	0	0	0	200600	2806400.59	10464000.59 	3305721.00 	146500.4	0	548409.12 	4000630.52 	6463370.07 	0.00 	0.00 	0	0	0.00 	0.00 	7000000.00 	0.00 	7000000.00 	-7000000.00 	0	0	0	0	0	23661.00 	23661.00 	-23661.00 	0	0
1290	山东省南山老龄事业发展基金会	2013	54790000	0	0	0	0	291744.46	55081744.46 	50495941.00 	1706437.71	246195.79	1870059.51 	54318634.01 	763110.45 	0.00 	0.00 	0	0	0.00 	107217.41 	0.00 	0.00 	107217.41 	-107217.41 	0	0	0	0	0	0.00 	0.00 	0.00 	0	0
1291	山东省友芳公益基金会	2013	0	0	0	0	0	0	0.00 	0.00 	0	0	0.00 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0.00 	0.00 	0.00 	0	0
1292	山东省教育基金会	2013	65411394.25	0	0	0	0	256596.27	65667990.52 	59395485.68 	208577.68	0	1744578.84 	61348642.20 	4319348.32 	85000000.00 	4044000.00 	0	0	89044000.00 	253550.00 	100000000.00 	0.00 	100253550.00 	-11209550.00 	0	0	0	0	0	0.00 	0.00 	0.00 	0	0
1293	山东省普觉公益基金会	2013	2979949.7	0	0	0	0	0	2979949.70 	544109.00 	0	0	20877.00 	564986.00 	2414963.70 	0.00 	0.00 	0	0	0.00 	3300.00 	0.00 	0.00 	3300.00 	-3300.00 	0	10331.37	10331.37	0	0	0.00 	0.00 	10331.37 	0	0
1294	山东省武训教育基金会	2013	4118000	0	0	0	0	13898.37	4131898.37 	7230230.00 	3900	6594	0.00 	7240724.00 	-3108825.63 	0.00 	0.00 	0	0	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0.00 	0.00 	0.00 	0	0
1295	山东省残疾人福利基金会	2013	4075493.5	0	0	0	0	121160.98	4196654.48 	2315462.79 	266988.2	0	271549.03 	2854000.02 	1342654.46 	0.00 	0.00 	0	0	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0.00 	0.00 	0.00 	0	0
1296	山东省石油大学教育发展基金会	2013	17235469.34	0	0	0	0	1251367.42	18486836.76 	5261457.67 	0	0	403675.60 	5665133.27 	12821703.49 	0.00 	0.00 	0	0	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0.00 	0.00 	0.00 	0	0
1298	山东省老龄事业发展基金会	2013	2624600	0	0	0	0	1756579.07	4381179.07 	2248925.59 	46800	0	1811348.48 	4107074.07 	274105.00 	0.00 	643719.37 	0	0	643719.37 	269475.00 	1000000.00 	0.00 	1269475.00 	-625755.63 	0	0	0	0	0	0.00 	0.00 	0.00 	0	0
1299	山东省胜利油田地学开拓基金会	2013	1166853.6	0	0	0	0	372875.71	1539729.31 	837299.62 	38547	0	269969.06 	1145815.68 	393913.63 	0.00 	1023736.00 	0	0	1023736.00 	3600.00 	873736.00 	0.00 	877336.00 	146400.00 	0	0	0	0	0	37498.74 	37498.74 	-37498.74 	0	0
1300	山东省胜利石油工程技术创新基金会	2013	0	0	0	0	0	0	0.00 	0.00 	0	0	0.00 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0.00 	0.00 	0.00 	0	0
1301	山东省见义勇为基金会	2013	2020000	0	0	0	0	88127.84	2108127.84 	220894.50 	152083.78	128813.72	157626.33 	659418.33 	1448709.51 	0.00 	0.00 	0	0	0.00 	9641.00 	0.00 	0.00 	9641.00 	-9641.00 	0	0	0	0	0	0.00 	0.00 	0.00 	0	0
1302	山东省送温暖工程基金会	2013	200	0	0	0	0	127619.71	127819.71 	1292000.00 	0	0	21805.53 	1313805.53 	-1185985.82 	20000000.00 	1508867.34 	0	0	21508867.34 	4635.00 	20000000.00 	0.00 	20004635.00 	1504232.34 	0	0	0	0	0	0.00 	0.00 	0.00 	0	0
1304	山东省青岛第二中学教育发展基金会	2013	6326999	0	0	0	0	32943.16	6359942.16 	1445042.56 	8400	0	504669.50 	1958112.06 	4401830.10 	0.00 	0.00 	0	0	0.00 	0.00 	6300000.00 	0.00 	6300000.00 	-6300000.00 	0	0	0	0	0	0.00 	0.00 	0.00 	0	0
