机构ID	机构名称	数据年度	本年度捐赠收入_现金	来自境内的捐赠_现金	来自境内自然人的捐赠_现金	来自境内法人或者其他组织的捐赠_现金	来自境外的捐赠_现金	来自境外自然人的捐赠_现金	来自境外法人或者其他组织的捐赠_现金	接受非公益性捐赠情况_现金	本年度捐赠收入_非现金	来自境内的捐赠_非现金	来自境内自然人的捐赠_非现金	来自境内法人或者其他组织的捐赠_非现金	来自境外的捐赠_非现金	来自境外自然人的捐赠_非现金	来自境外法人或者其他组织的捐赠_非现金	接受非公益性捐赠情况_非现金	上年度基金余额	本年度总支出	本年度用于公益事业的支出	工作人员工资福利支出	行政办公支出	其他支出	捐赠主体ID	捐赠主体名称	捐赠额_现金_限定	捐赠额_非现金_限定	捐赠额_现金_非限定	捐赠额_非现金_非限定	用途
ricf_id	ba_cn 	fp_yr	ao_ad	ao_dd	ao_ddc	ao_ddi	ao_od	ao_odn	ao_odi	ao_nni	ao_adn	ao_ddn	ao_ddnn	ao_ddin	ao_odnn	ao_odnn	ao_odin	ao_nnin	ao_lst	ao_ate	ao_cc	ao_slr	ao_adex	ao_othex	ao_did	ao_dn	ao_dcae	ao_ncae	ao_dcan	ao_ncan	ao_use
109	上海新建桥老龄事业发展基金会	2014	33,200.00	33,200.00	33,200.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		415,624.50	410,936.80	0.00	4,687.70	0.00							
110	上海新泰高新技术研究与发展基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		896,221.65	1,210,000.00	39,600.00	8,767.39	-362,145.74							
111	上海明德公益基金会	2014	436,317.00	350,000.00	350,000.00	0.00	86,317.00	0.00	86,317.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		256,275.88	232,809.94	20,400.00	3,065.94	0.00							
112	上海曙光中医药研究发展基金会	2014	1,755,000.00	1,755,000.00	0.00	1,755,000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		1,395,276.67	1,285,120.77	26,875.80	87,043.78	-3,763.68							
114	上海木兰教育基金会	2014	9,961.60	0.00	0.00	0.00	9,961.60	9,961.60	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		291,068.60	261,961.60	21,740.00	2.70	7,364.30							
115	上海民建扶帮公益基金会	2014	1,206,035.70	1,206,035.70	330,249.00	875,786.70	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		1,463,818.00	1,425,281.00	0.00	38,537.00	0.00							
116	上海民生公益基金会	2014	2,253,330.80	2,253,330.80	267,330.80	1,986,000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		3,086,106.85	2,767,600.70	36,000.00	240,805.25	41,700.90							
117	上海民生艺术基金会	2014	117,450,000.00	117,450,000.00	0.00	117,450,000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		185,370,820.04	179,150,900.00	212,303.10	6,007,616.94	0.00							
118	上海水资源保护基金会	2014	8,551,483.27	8,551,483.27	0.00	8,551,483.27	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		1,345,947.79	450,594.40	288,771.60	560,894.87	45,686.92							
119	上海汇添富公益基金会	2014	5,549,821.41	5,549,821.41	2,638,895.82	2,910,925.59	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		3,659,241.43	3,511,065.93	0.00	148,175.50	0.00							
120	上海汉庭社会公益基金会	2014	700,486.00	700,486.00	700,486.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		4,544,803.04	4,543,003.04	0.00	1,800.00	0.00							
121	上海汤臣慈善基金会	2014	9,521.00	9,521.00	9,521.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		402,676.50	396,000.00	0.00	6,180.00	496.50							
122	上海汽车工业教育基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		1,796,363.89	1,618,648.20	100,000.00	77,715.69	0.00							
123	上海汽车工业科技发展基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		2,958,612.51	2,360,000.00	270,000.00	4,629.00	323,983.51							
125	上海浦东新区社会发展基金会	2014								0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		20,633,230.43	19,392,075.64	569,611.38	209,657.31	461,886.10							
126	上海浦发公益基金会	2014	1,059,000.00	1,059,000.00	0.00	1,059,000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		2,515,432.02	2,460,000.00	23,332.00	32,100.02	0.00							
127	上海海事大学教育发展基金会	2014	3,819,095.31	3,819,095.31	0.00	3,819,095.31	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		1,132,732.00	1,128,000.00	0.00	0.00	4,732.00							
128	上海海洋大学教育发展基金会	2014	336,669.00	336,669.00	186,669.00	150,000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		431,000.00	426,000.00	0.00	5,000.00	0.00							
129	上海淑德公益基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		407,574.42	388,753.40	9,000.00	9,415.22	405.80							
130	上海特殊关爱基金会	2014	2,576,367.22	2,576,367.22	6,200.02	2,570,167.20	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		3,640,530.68	3,382,486.25	222,610.50	35,324.68	109.25							
131	上海现代服务业发展研究基金会	2014	2,859,201.00	2,859,201.00	2,859,201.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		3,998,926.81	3,937,223.20	53,260.00	8,443.61	0.00							
132	上海理工大学教育发展基金会	2014	2,445,289.85	2,172,442.25	573,488.53	1,598,953.72	272,847.60	0.00	272,847.60	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		1,984,425.52	1,964,446.12	0.00	19,979.40	0.00							
133	上海电力学院教育发展基金会	2014	1,056,274.11	1,056,274.11	66,274.11	990,000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		1,983,570.60	1,956,269.30	12,000.00	15,301.30	0.00							
134	上海百马慈善基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	503,019.20	503,019.20	0.00	503,019.20	0.00	0.00	0.00	0.00		381,260.29	351,650.40	24,000.00	3,525.00	2,084.89							
135	上海盛立公益基金会	2014	55,035.50	55,035.50	55,035.50	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		276,006.45	260,708.74	0.00	15,297.71	0.00							
136	上海真爱梦想公益基金会	2014	74,753,525.51	71,057,238.63	9,237,441.02	61,819,797.61	3,696,286.88	0.00	3,696,286.88	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		55,655,095.28	52,960,956.87	3,781,451.82	459,570.37	-1,546,883.78							
137	上海科技发展基金会	2014	31,842,944.60	31,842,944.60	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		47,016,513.52	45,694,185.80	735,237.27	587,090.45	0.00							
138	上海科普教育发展基金会	2014	1,598,092.20	1,598,092.20	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		7,218,010.53	6,797,401.80	182,980.00	237,628.73	0.00							
139	上海立信会计学院潘序伦教育发展基金会	2014	803,036.80	803,036.80	263,036.80	540,000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		334,355.00	300,055.00	0.00	0.00	34,300.00							
140	上海第一财经公益基金会	2014	2,685,692.11	2,685,692.11	335,732.01	2,349,960.10	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		278,841.02	272,540.32	0.00	6,300.70	0.00							
141	上海美丽心灵社区公益基金会	2014	559,054.50	559,054.50	90,054.50	469,000.00	0.00	0.00	0.00	0.00	1,292,111.00	1,292,111.00	1,292,111.00	0.00	0.00	0.00	0.00	0.00		2,302,129.71	2,259,933.52	23,869.91	18,326.28	0.00							
142	上海联劝公益基金会	2014	25,093,740.36	24,279,151.48	9,335,541.82	14,943,609.66	814,588.88	195,999.58	618,589.30	0.00	5,877,258.03	5,877,258.03		5,877,258.03	0.00	0.00	0.00	0.00		29,638,489.25	26,822,978.47	1,931,343.44	509,005.59	375,161.75							
143	上海联和新泰战略研究与发展基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		8,616,655.12	8,580,000.00	0.00	36,655.12	0.00							
144	上海能近公益基金会	2014	705,230.00	705,230.00	410,580.00	294,650.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		783,630.75	662,378.00	0.00	20,032.46	101,220.29							
145	上海视觉艺术学院教育发展基金会	2014	27,335,024.55	27,335,024.55	413,879.03	26,921,145.52	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		16,071,718.00	15,890,399.80	50,275.00	130,087.00	956.20							
146	上海财经大学教育发展基金会	2014	14,041,584.45	13,801,432.53	2,704,405.39	11,097,027.14	240,151.92	0.00	240,151.92	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		8,431,791.01	8,314,850.60	0.00	116,940.41	0.00							
147	上海郑桓公文化研究基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		363,718.44	320,000.00	0.00	42,804.80	913.64							
148	上海金山卫镇为民大病重病帮扶基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		415,517.00	400,000.00	9,600.00	5,917.00	0.00							
149	上海钟笑炉集邮基金会	2014	702,000.00	702,000.00	0.00	702,000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		105,409.00	65,100.00	30,000.00	294.00	10,015.00							
150	上海长江出版交流基金会	2014	1,399,585.00	1,399,585.00	749,585.00	650,000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		1,281,431.17	1,454,000.00	0.00	2,000.00	-174,568.83							
151	上海阎宝航社会公益基金会	2014	774,750.73	774,750.73	459,750.73	315,000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		6,224,935.54	5,668,390.27	485,984.30	46,862.55	23,698.42							
152	上海阮仪三城市遗产保护基金会	2014	512,900.00	512,900.00	0.00	512,900.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		526,699.04	408,975.37	60,000.00	56,963.17	760.50							
153	上海阳光公益基金会	2014	30,026.56	0.00	0.00	0.00	30,026.56	0.00	30,026.56	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		450,566.23	427,170.56	12,000.00	11,395.67	0.00							
154	上海韩哲一教育扶贫基金会	2014	2,247,110.00	2,247,110.00	1,557,110.00	690,000.00	0.00	0.00	0.00	0.00	63,450.00	63,450.00	63,450.00	0.00	0.00	0.00	0.00	0.00		956,614.40	869,124.30	32,500.00	22,990.10	32,000.00							
155	上海颜德馨中医药基金会	2014	100,000.00	100,000.00	0.00	100,000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		558,290.57	517,490.57	33,600.00	7,200.00	0.00							
156	东丰县见义勇为基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		83,199.00	75,000.00	0.00	4,479.00	0.00							
159	东北师范大学教育基金会	2014	7,074,195.56	7,074,195.56	7,074,195.56	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		2,710,421.31	2,676,409.87	0.00	34,011.44	0.00							
160	东南大学成贤学院教育发展基金会	2014	142,000.00	142,000.00	2,000.00	140,000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		6,904,508.19	6,898,799.09	0.00	5,709.10	0.00							
161	东南大学教育基金会	2014	45,504,086.06	42,268,083.39	1,450,618.03	40,817,465.36	3,236,002.67	3,236,002.67	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		49,805,870.30	48,753,218.99	0.00	651,019.25	401,632.06							
162	东台市慈善基金会	2014	6,368,020.00	6,368,020.00	1,400,000.00	4,968,020.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		9,518,975.10	9,513,739.00	0.00	5,236.10	0.00							
163	东台市见义勇为基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		80,680.00	77,500.00	0.00	3,180.00	0.00							
164	东台市阳光助残基金会	2014	136,900.00	136,900.00	0.00	136,900.00	0.00	0.00	0.00	0.00	4,028,401.00	4,028,401.00	0.00	4,028,401.00	0.00	0.00	0.00	0.00		4,393,931.74	4,042,701.00	49,771.44	52,270.54	249,188.76							
165	东安县教育基金会	2014	2,199,870.00	2,199,870.00	317,800.00	1,882,070.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		1,293,572.80	1,210,899.00	0.00	59,203.50	23,470.30							
166	东海县见义勇为基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		189,254.28	188,016.00	0.00	0.00	1,238.28							
167	东莞市东莞理工学院教育发展基金会	2014	2,152,810.20	2,152,810.20	56,710.20	2,096,100.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		4,209,997.14	3,455,115.42	200,873.80	170,031.73	383,976.19							
168	东莞市医疗救济基金会	2014	3,003,700.00	3,003,700.00	3,700.00	3,000,000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		12,096,355.59	11,559,626.60	392,489.46	144,239.53	0.00							
169	东莞市残疾人福利基金会	2014	484,093.50	480,120.00	42,000.00	438,120.00	3,973.50	3,973.50	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		962,815.00	886,589.10	0.00	76,225.90	0.00							
170	东莞市沙田教育基金会	2014	195,825.00	195,825.00	195,825.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		513,581.15	460,050.00	38,500.00	15,031.15	0.00							
171	东莞市见义勇为基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		6,216,839.72	5,669,496.60	411,431.92	135,911.20	0.00							
172	东营市见义勇为基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		374,234.00	336,874.90	33,396.00	440.00	3,523.10							
174	东阳市社会治安综合治理基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		46,900.60	46,500.00	0.00	400.60	0.00							
175	东风公益基金会	2014	16,153,951.68	16,153,951.68	923,951.60	15,230,000.08	0.00	0.00	0.00	0.00	3,231,124.00	3,231,124.00	0.00	3,231,124.00	0.00	0.00	0.00	0.00		26,328,576.40	26,327,507.70	0.00	0.00	1,068.70							
176	中关村教育基金会	2014	2,606,000.00	2,606,000.00	0.00	2,606,000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		555,000.00	555,000.00	0.00	21,983.57	-21,983.57							
177	中兴通讯公益基金会	2014	2,011,539.95	2,011,539.95	2,011,539.95	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		4,484,324.26	4,070,702.60	337,710.80	74,233.36	1,677.50							
178	中华健康快车基金会	2014	29,360,645.43	26,355,741.03	1,558,299.89	24,797,441.14	3,004,904.40	0.00	3,004,904.40	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		42,669,457.87	40,311,871.21	1,774,750.74	582,835.92	0.00							
179	中华全国体育基金会	2014	98,722,841.26	98,722,841.26	98,722,841.26	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		28,768,227.19	24,663,479.70	696,049.33	1,546,176.55	1,862,521.61							
180	中华农业科教基金会	2014	750,000.00	750,000.00	0.00	750,000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		4,735,868.70	3,116,323.93	312,280.06	114,813.89	1,192,450.82							
181	中华同心温暖工程基金会	2014	38,181,900.03	38,181,900.03	0.00	38,181,900.03	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		26,214,724.36	25,391,012.00	379,013.81	444,698.55	0.00							
182	中华国际医学交流基金会	2014	41,705,675.31	41,705,675.31	0.00	41,705,675.31	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		60,920,131.81	36,301,854.29	1,061,183.11	316,793.96	574,985.66							
183	中华国际科学交流基金会	2014	6,447,817.32	6,447,817.32	0.00	6,447,817.32	0.00	0.00	0.00	0.00	4,620,000.00	4,620,000.00	0.00	4,620,000.00	0.00	0.00	0.00	0.00		12,365,098.64	11,295,907.95	721,758.52	251,302.26	0.00							
184	中华少年儿童慈善救助基金会	2014	91,334,949.48	89,154,686.33	52,698,589.19	36,456,097.14	2,180,263.15	22,085.20	2,158,177.95	0.00	3,318,565.32	3,318,565.32	449,685.12	2,868,880.20	0.00	0.00	0.00	0.00		120,884,655.14	116,845,856.64	2,457,089.79	1,048,535.95	533,172.76							
185	中华思源工程扶贫基金会	2014	153,952,792.31	152,166,901.39	31,247,474.78	120,919,426.61	1,785,890.92	0.00	1,785,890.92	0.00	4,222,800.00	4,222,800.00	0.00	4,222,800.00	0.00	0.00	0.00	0.00		138,158,723.77	133,462,197.73	5,016,503.42	846,743.76	48,753.95							
186	中华文学基金会	2014	15,391,356.00	15,391,356.00	15,391,356.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		12,518,174.26	11,760,025.74	859,376.85	389,928.75	-491,157.08							
187	中华环境保护基金会	2014	86,002,842.28	83,299,320.80	261,609.80	83,037,711.00	2,703,521.48	0.00	2,703,521.48	0.00	11,668,257.60	11,668,257.60	0.00	11,668,257.60	0.00	0.00	0.00	0.00		94,617,459.11	88,001,703.75	4,800,341.71	1,892,131.33	-76,717.68							
188	中华社会救助基金会	2014	51,522,234.72	51,522,234.72	51,522,234.72	0.00	0.00	0.00	0.00	0.00	7,199,731.17	7,199,731.17	7,199,731.17	0.00	0.00	0.00	0.00	0.00		45,911,286.85	42,195,638.09	2,719,853.17	996,132.61	-337.02							
189	中华社会文化发展基金会	2014	20,553,627.00	20,553,627.00	2,005,627.00	18,548,000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		17,543,206.18	16,014,675.52	1,000,933.01	527,597.65	0.00							
190	中华艺文基金会	2014	65,000,000.00	65,000,000.00	0.00	65,000,000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		18,378,423.19	17,515,143.94	10,121.11	853,158.14	0.00							
191	中华见义勇为基金会	2014	17,656,647.00	17,656,647.00	1,065,647.00	16,591,000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		19,000,123.77	18,317,105.59	535,466.95	147,551.23	0.00							
193	中南大学教育基金会	2014	79,237,248.86	79,137,084.00	15,272,084.00	63,865,000.00	100,164.86	0.00	100,164.86	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		25,136,552.50	25,136,552.50	0.00	0.00	0.00							
194	中南民族大学教育发展基金会	2014	2,129,660.55	2,129,660.55	84,660.55	2,045,000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		1,763,290.00	1,760,000.00	0.00	3,290.00	0.00							
195	中南财经政法大学教育发展基金会	2014	1,196,746.00	1,196,746.00	122,896.00	1,073,850.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		1,941,905.92	1,835,408.64	96,200.00	2,673.50	6,000.00							
196	中卫市公益慈善基金会	2014	2,959,872.00	2,959,872.00	909,872.00	2,050,000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		8,144,973.50	8,002,900.00	47,803.50	94,270.00	0.00							
197	中国下一代教育基金会	2014	72,019,271.40	72,019,271.40	2,650,498.93	69,368,772.47	0.00	0.00	0.00	0.00	14,019,830.00	14,019,830.00	0.00	14,019,830.00	0.00	0.00	0.00	0.00		104,029,137.81	99,577,453.54	2,679,183.55	2,393,495.72	0.00							
198	中国交响乐发展基金会	2014	738,400.00	738,400.00	123,000.00	615,400.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		2,649,032.17	1,781,212.17	803,163.13	62,170.47	2,486.40							
199	中国京剧艺术基金会	2014	20,000.00	20,000.00	0.00	20,000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		4,221,957.65	3,826,428.83	245,564.86	110,896.88	0.00							
200	中国人口福利基金会	2014	61,337,239.11	60,718,300.24	2,652,582.80	58,065,717.44	618,938.87	61,744.00	557,194.87	0.00	107,337,925.95	107,337,925.95	0.00	107,337,925.95	0.00	0.00	0.00	0.00		165,836,053.45	159,691,122.50	3,912,948.15	2,087,584.06	144,398.74							
201	中国人寿慈善基金会	2014	30,000,000.00	30,000,000.00	0.00	30,000,000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		35,158,900.17	35,094,915.70	0.00	63,984.47	0.00							
202	中国人权发展基金会	2014	46,743,841.47	46,743,841.47	910,500.00	45,833,341.47	0.00	0.00	0.00	0.00	31,643,797.30	31,643,797.30	1,000,000.00	30,643,797.30	0.00	0.00	0.00	0.00		48,315,107.79	44,182,268.48	1,961,801.61	1,517,877.99	653,159.71							
203	中国企业管理科学基金会	2014	800,000.00	800,000.00	0.00	800,000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		3,162,350.07	2,855,896.12	32,050.00	274,403.95	0.00							
204	中国传媒大学南广学院教育发展基金会	2014	8,139,600.00	8,139,600.00	7,309,600.00	830,000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		6,920,549.92	9,521,003.60	27,626.00	54,207.20	-2,682,286.88							
205	中国保护消费者基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		2,442,005.31	2,221,432.82	199,752.10	19,018.39	0.00							
206	中国健康促进基金会	2014	72,179,652.64	72,179,652.64	0.00	72,179,652.64	0.00	0.00	0.00	0.00	4,131,386.56	4,131,386.56	0.00	4,131,386.56	0.00	0.00	0.00	0.00		64,507,885.43	59,778,539.10	2,782,565.72	1,946,279.61	501.00							
207	中国儿童少年基金会	2014	195,611,498.65	191,191,224.89	41,658,479.14	149,532,745.75	4,420,273.76	90,710.23	4,329,563.53	0.00	28,426,176.36	17,206,176.36	0.00	17,206,176.36	11,220,000.00	0.00	11,220,000.00	0.00		379,254,445.12	368,217,697.32	6,668,700.86	3,833,942.81	534,104.13							
208	中国光华科技基金会	2014	126,905,004.79	126,611,853.21	4,215,243.01	122,396,610.20	293,151.58	0.00	293,151.58	0.00	525,610,963.92	525,610,963.92	59,540,000.00	466,070,963.92	0.00	0.00	0.00	0.00		599,039,028.04	574,159,946.00	10,912,985.69	4,451,032.25	9,515,064.10							
209	中国光彩事业基金会	2014	179,637,921.17	179,637,921.17	0.00	179,637,921.17	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		134,076,800.18	132,838,737.74	652,616.58	585,445.86	0.00							
210	中国公安民警英烈基金会	2014	9,008,237.00	8,761,605.00	0.00	8,761,605.00	246,632.00	0.00	246,632.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		13,896,654.98	13,517,135.00	326,078.36	150,901.03	-97,459.41							
211	中国关心下一代健康体育基金会	2014	1,578,600.00	1,578,600.00	165,000.00	1,413,600.00	0.00	0.00	0.00	0.00	3,139,844.80	3,139,844.80	0.00	3,139,844.80	0.00	0.00	0.00	0.00		4,729,129.95	4,277,671.76	264,018.81	182,440.08	4,999.30							
212	中国农业大学教育基金会	2014	20,316,034.45	18,577,546.05	11,308,086.05	7,269,460.00	1,738,488.40	1,602,374.25	136,114.15	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		15,300,612.75	15,281,938.42	0.00	18,674.33	0.00							
213	中国出生缺陷干预救助基金会	2014	3,095,980.34	3,095,980.34	1,001,754.74	2,094,225.60	0.00	0.00	0.00	0.00	6,375,032.00	6,375,032.00	0.00	6,375,032.00	0.00	0.00	0.00	0.00		8,318,869.88	7,885,282.28	428,509.08	154,144.60	0.00							
214	中国初级卫生保健基金会	2014	71,714,592.55	67,517,378.11	0.00	67,517,378.11	4,197,214.44	0.00	4,197,214.44	0.00	245,561,785.80	110,023,500.00	0.00	110,023,500.00	135,538,285.80	0.00	135,538,285.80	0.00		242,002,284.00	238,320,678.62	2,905,320.37	776,285.01	0.00							
215	中国医学基金会	2014	5,737,046.04	5,737,046.04	695,300.00	5,041,746.04	0.00	0.00	0.00	0.00	22,293,560.00	22,293,560.00	0.00	22,293,560.00	0.00	0.00	0.00	0.00		35,155,439.36	29,551,019.47	749,345.51	162,534.95	4,692,539.43							
216	中国医药卫生事业发展基金会	2014	23,000,035.00	23,000,035.00	35.00	23,000,000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		27,831,819.98	25,782,781.29	1,309,736.92	737,151.37	2,150.40							
